,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity
0,2020-04-07 00:05:00,1.0,7.0,6.0,,10.0,
1,2020-04-07 01:50:00,2.0,0.0,7.0,,0.0,
2,2020-04-07 01:50:00,3.0,1.0,7.0,,2.0,
3,2020-04-07 02:10:00,4.0,9.0,6.0,,0.0,
4,2020-04-07 02:20:00,4.0,4.0,10.0,,7.0,1.0
5,2020-04-07 02:45:00,1.0,10.0,8.0,,1.0,
6,2020-04-07 02:50:00,1.0,4.0,9.0,,9.0,
7,2020-04-07 03:05:00,2.0,10.0,7.0,,3.0,
8,2020-04-07 03:10:00,0.0,10.0,8.0,,0.0,
9,2020-04-07 03:55:00,2.0,7.0,4.0,,8.0,
10,2020-04-07 04:45:00,3.0,3.0,3.0,,9.0,
11,2020-04-07 05:00:00,10.0,6.0,6.0,,4.0,
12,2020-04-07 05:35:00,3.0,10.0,5.0,,0.0,
13,2020-04-07 06:45:00,9.0,3.0,6.0,,10.0,
14,2020-04-07 08:05:00,10.0,6.0,3.0,,0.0,
15,2020-04-07 08:20:00,9.0,1.0,9.0,,4.0,
16,2020-04-07 08:30:00,8.0,0.0,6.0,,9.0,
17,2020-04-07 09:35:00,3.0,3.0,3.0,,10.0,
18,2020-04-07 09:35:00,7.0,10.0,2.0,,0.0,
19,2020-04-07 10:25:00,5.0,7.0,7.0,,7.0,
20,2020-04-07 11:35:00,7.0,2.0,6.0,,10.0,
21,2020-04-07 12:15:00,5.0,9.0,2.0,,6.0,0.0
22,2020-04-07 12:50:00,8.0,3.0,10.0,,1.0,
23,2020-04-07 12:50:00,3.0,8.0,0.0,,5.0,
24,2020-04-07 13:00:00,5.0,9.0,0.0,,4.0,
25,2020-04-07 13:20:00,6.0,9.0,8.0,,6.0,
26,2020-04-07 13:45:00,6.0,5.0,10.0,,0.0,1.0
27,2020-04-07 13:50:00,3.0,0.0,6.0,,1.0,
28,2020-04-07 14:05:00,10.0,10.0,1.0,,10.0,
29,2020-04-07 15:00:00,10.0,10.0,1.0,,3.0,
30,2020-04-07 15:10:00,7.0,4.0,6.0,,0.0,
31,2020-04-07 15:10:00,0.0,2.0,3.0,,8.0,0.0
32,2020-04-07 15:15:00,4.0,3.0,1.0,,10.0,
33,2020-04-07 15:40:00,2.0,5.0,6.0,,4.0,0.0
34,2020-04-07 16:05:00,3.0,5.0,2.0,,10.0,
35,2020-04-07 17:00:00,3.0,7.0,10.0,,6.0,
36,2020-04-07 17:15:00,10.0,10.0,9.0,2.0,7.0,
37,2020-04-07 17:20:00,8.0,6.0,10.0,,6.0,0.0
38,2020-04-07 17:30:00,6.0,10.0,0.0,,10.0,1.0
39,2020-04-07 18:35:00,10.0,4.0,10.0,,8.0,
40,2020-04-07 18:45:00,10.0,6.0,7.0,,0.0,
41,2020-04-07 19:00:00,3.0,5.0,7.0,,10.0,
42,2020-04-07 19:15:00,0.0,10.0,9.0,,6.0,
43,2020-04-07 20:50:00,5.0,5.0,9.0,,1.0,
44,2020-04-07 21:15:00,10.0,10.0,0.0,,7.0,
45,2020-04-07 21:35:00,6.0,2.0,2.0,,6.0,
46,2020-04-07 22:15:00,10.0,4.0,8.0,,9.0,
47,2020-04-07 22:45:00,4.0,7.0,10.0,,7.0,
48,2020-04-07 23:05:00,7.0,10.0,7.0,,9.0,
49,2020-04-07 23:55:00,9.0,4.0,10.0,,8.0,
