,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity
0,2020-04-06 00:05:00,10.0,1.0,4.0,,3.0,
1,2020-04-06 01:10:00,7.0,3.0,9.0,,8.0,
2,2020-04-06 01:15:00,8.0,9.0,4.0,,10.0,
3,2020-04-06 01:15:00,2.0,8.0,10.0,,1.0,
4,2020-04-06 02:15:00,9.0,7.0,10.0,,0.0,
5,2020-04-06 06:30:00,6.0,6.0,7.0,,3.0,
6,2020-04-06 07:05:00,5.0,2.0,1.0,,10.0,
7,2020-04-06 07:45:00,10.0,4.0,10.0,,7.0,0.0
8,2020-04-06 08:00:00,10.0,10.0,9.0,,4.0,
9,2020-04-06 08:25:00,2.0,2.0,8.0,,2.0,
10,2020-04-06 08:30:00,3.0,8.0,5.0,,3.0,1.0
11,2020-04-06 08:35:00,2.0,1.0,10.0,,4.0,0.0
12,2020-04-06 09:25:00,1.0,1.0,6.0,,5.0,
13,2020-04-06 09:35:00,2.0,6.0,10.0,,10.0,
14,2020-04-06 09:55:00,1.0,8.0,10.0,,2.0,
15,2020-04-06 11:45:00,2.0,1.0,10.0,,10.0,
16,2020-04-06 11:55:00,1.0,1.0,9.0,,10.0,0.0
17,2020-04-06 13:10:00,8.0,4.0,10.0,,0.0,
18,2020-04-06 13:55:00,10.0,4.0,5.0,,8.0,
19,2020-04-06 14:35:00,0.0,1.0,3.0,,2.0,-0.0
20,2020-04-06 14:35:00,0.0,1.0,4.0,,2.0,-0.0
21,2020-04-06 14:40:00,1.0,0.0,3.0,,3.0,-0.0
22,2020-04-06 14:50:00,0.0,0.0,4.0,,3.0,-0.0
23,2020-04-06 14:55:00,2.0,9.0,9.0,,8.0,
24,2020-04-06 14:55:00,-0.0,0.0,5.0,,1.0,0.0
25,2020-04-06 15:00:00,0.0,0.0,3.0,,1.0,1.0
26,2020-04-06 15:20:00,0.0,1.0,3.0,,2.0,0.0
27,2020-04-06 15:25:00,0.0,0.0,5.0,,3.0,1.0
28,2020-04-06 15:50:00,0.0,1.0,5.0,,2.0,-0.0
29,2020-04-06 16:00:00,0.0,-0.0,5.0,,0.0,-0.0
30,2020-04-06 16:00:00,1.0,1.0,4.0,,2.0,0.0
31,2020-04-06 16:05:00,0.0,1.0,5.0,,2.0,0.0
32,2020-04-06 16:05:00,-0.0,-0.0,5.0,,2.0,1.0
33,2020-04-06 16:05:00,1.0,1.0,5.0,,3.0,0.0
34,2020-04-06 16:05:00,1.0,1.0,4.0,,2.0,1.0
35,2020-04-06 16:10:00,0.0,0.0,4.0,,2.0,0.0
36,2020-04-06 16:10:00,1.0,0.0,5.0,,3.0,-0.0
37,2020-04-06 16:10:00,1.0,0.0,4.0,,2.0,0.0
38,2020-04-06 16:15:00,0.0,0.0,4.0,,1.0,0.0
39,2020-04-06 16:15:00,0.0,7.0,1.0,,10.0,
40,2020-04-06 16:15:00,1.0,1.0,3.0,,2.0,0.0
41,2020-04-06 16:15:00,0.0,0.0,5.0,,3.0,-0.0
42,2020-04-06 16:15:00,-0.0,1.0,4.0,,2.0,0.0
43,2020-04-06 16:20:00,1.0,0.0,4.0,,0.0,0.0
44,2020-04-06 16:20:00,-0.0,0.0,4.0,,3.0,0.0
45,2020-04-06 16:20:00,1.0,0.0,4.0,,2.0,0.0
46,2020-04-06 16:25:00,-0.0,1.0,4.0,,2.0,0.0
47,2020-04-06 16:25:00,1.0,0.0,4.0,,1.0,0.0
48,2020-04-06 16:25:00,0.0,0.0,4.0,,3.0,1.0
49,2020-04-06 16:25:00,-0.0,-0.0,4.0,,3.0,0.0
50,2020-04-06 16:25:00,1.0,-0.0,3.0,,2.0,0.0
51,2020-04-06 16:30:00,-0.0,-0.0,4.0,,2.0,1.0
