,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity
0,2020-04-07 00:00:00,4.0,10.0,10.0,8.0,9.0,
1,2020-04-07 00:30:00,10.0,9.0,7.0,7.0,5.0,
2,2020-04-07 00:55:00,5.0,10.0,8.0,1.0,2.0,
3,2020-04-07 01:15:00,1.0,4.0,4.0,3.0,4.0,
4,2020-04-07 01:25:00,1.0,0.0,6.0,8.0,4.0,
5,2020-04-07 01:30:00,0.0,8.0,0.0,5.0,3.0,
6,2020-04-07 02:15:00,9.0,3.0,10.0,7.0,1.0,
7,2020-04-07 02:30:00,5.0,3.0,8.0,9.0,4.0,
8,2020-04-07 02:40:00,9.0,6.0,7.0,6.0,7.0,
9,2020-04-07 02:55:00,0.0,5.0,10.0,9.0,10.0,
10,2020-04-07 03:25:00,3.0,1.0,4.0,9.0,4.0,
11,2020-04-07 03:35:00,9.0,0.0,5.0,4.0,3.0,
12,2020-04-07 03:50:00,6.0,5.0,9.0,1.0,8.0,
13,2020-04-07 04:00:00,8.0,10.0,9.0,10.0,10.0,
14,2020-04-07 04:05:00,7.0,6.0,3.0,4.0,0.0,
15,2020-04-07 04:40:00,0.0,1.0,4.0,6.0,9.0,
16,2020-04-07 05:10:00,9.0,4.0,1.0,4.0,4.0,
17,2020-04-07 05:35:00,2.0,1.0,0.0,4.0,2.0,
18,2020-04-07 05:40:00,10.0,0.0,1.0,7.0,6.0,
19,2020-04-07 05:45:00,10.0,8.0,0.0,6.0,3.0,
20,2020-04-07 06:40:00,7.0,10.0,7.0,6.0,1.0,1.0
21,2020-04-07 06:45:00,2.0,10.0,6.0,0.0,1.0,
22,2020-04-07 06:50:00,2.0,10.0,1.0,3.0,10.0,0.0
23,2020-04-07 07:35:00,0.0,10.0,0.0,2.0,3.0,
24,2020-04-07 07:45:00,2.0,8.0,3.0,4.0,2.0,
25,2020-04-07 08:55:00,7.0,1.0,1.0,4.0,1.0,
26,2020-04-07 08:55:00,3.0,10.0,4.0,6.0,0.0,0.0
27,2020-04-07 09:45:00,4.0,8.0,8.0,8.0,2.0,
28,2020-04-07 11:10:00,10.0,10.0,9.0,1.0,2.0,
29,2020-04-07 11:15:00,2.0,10.0,10.0,4.0,7.0,
30,2020-04-07 11:35:00,10.0,10.0,10.0,0.0,10.0,0.0
31,2020-04-07 12:05:00,8.0,4.0,0.0,1.0,5.0,
32,2020-04-07 12:20:00,3.0,10.0,1.0,10.0,8.0,
33,2020-04-07 12:25:00,1.0,10.0,5.0,1.0,3.0,1.0
34,2020-04-07 12:35:00,8.0,6.0,9.0,1.0,5.0,0.0
35,2020-04-07 13:35:00,10.0,2.0,3.0,1.0,7.0,
36,2020-04-07 14:05:00,4.0,8.0,0.0,4.0,5.0,
37,2020-04-07 15:05:00,5.0,9.0,6.0,10.0,8.0,1.0
38,2020-04-07 15:35:00,6.0,7.0,6.0,5.0,8.0,
39,2020-04-07 15:45:00,7.0,8.0,4.0,10.0,4.0,
40,2020-04-07 16:10:00,9.0,2.0,6.0,10.0,9.0,0.0
41,2020-04-07 16:25:00,0.0,7.0,6.0,9.0,1.0,
42,2020-04-07 17:15:00,6.0,3.0,10.0,10.0,1.0,
43,2020-04-07 17:20:00,2.0,9.0,7.0,0.0,9.0,
44,2020-04-07 17:30:00,0.0,5.0,9.0,5.0,0.0,
45,2020-04-07 19:25:00,10.0,7.0,10.0,4.0,5.0,
46,2020-04-07 20:05:00,8.0,4.0,7.0,0.0,1.0,
47,2020-04-07 20:10:00,1.0,2.0,1.0,7.0,4.0,
48,2020-04-07 20:40:00,3.0,10.0,0.0,8.0,7.0,0.0
49,2020-04-07 20:50:00,9.0,6.0,7.0,3.0,4.0,
50,2020-04-07 21:05:00,9.0,1.0,4.0,7.0,5.0,1.0
51,2020-04-07 21:10:00,7.0,0.0,0.0,3.0,0.0,
52,2020-04-07 22:55:00,6.0,0.0,0.0,0.0,1.0,
53,2020-04-07 22:55:00,10.0,9.0,7.0,4.0,2.0,
54,2020-04-07 23:40:00,10.0,7.0,8.0,2.0,9.0,
