,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity
0,4/10/2020 0:10,1.0,3,9,10.0,3.0,
1,4/10/2020 1:00,1.0,10,3,6.0,9.0,
2,4/10/2020 1:15,9.0,8,8,6.0,6.0,
3,4/10/2020 2:00,2.0,10,8,3.0,4.0,
4,4/10/2020 2:20,1.0,5,1,5.0,10.0,
5,4/10/2020 2:35,1.0,3,1,0.0,7.0,
6,4/10/2020 3:30,1.0,6,2,3.0,7.0,0.0
7,4/10/2020 4:10,4.0,9,6,9.0,10.0,
8,4/10/2020 4:20,5.0,4,6,6.0,10.0,
9,4/10/2020 4:50,9.0,1,10,6.0,8.0,
10,4/10/2020 6:15,10.0,10,10,10.0,0.0,
11,4/10/2020 6:20,3.0,3,3,7.0,1.0,
12,4/10/2020 6:35,5.0,8,5,8.0,10.0,
13,4/10/2020 7:10,4.0,8,10,4.0,9.0,
14,4/10/2020 7:15,4.0,6,6,2.0,9.0,
15,4/10/2020 8:00,1.0,1,9,7.0,0.0,
16,4/10/2020 8:35,0.0,9,10,10.0,1.0,
17,4/10/2020 8:50,8.0,7,6,2.0,8.0,
18,4/10/2020 10:45,9.0,7,6,1.0,5.0,
19,4/10/2020 11:10,2.0,9,10,7.0,10.0,
20,4/10/2020 11:15,0.0,5,7,0.0,6.0,
21,4/10/2020 11:15,8.0,7,7,0.0,10.0,0.0
22,4/10/2020 11:50,4.0,10,0,2.0,3.0,1.0
23,4/10/2020 11:50,4.0,8,4,10.0,2.0,0.0
24,4/10/2020 12:05,5.0,0,7,0.0,1.0,
25,4/10/2020 12:20,2.0,3,4,10.0,10.0,
26,4/10/2020 12:25,0.0,0,9,8.0,6.0,
27,4/10/2020 12:30,6.0,10,10,3.0,2.0,1.0
28,4/10/2020 13:55,1.0,10,6,3.0,4.0,
29,4/10/2020 14:00,7.0,3,10,3.0,7.0,
30,4/10/2020 14:20,7.0,4,0,4.0,7.0,
31,4/10/2020 14:25,0.0,1,8,4.0,8.0,
32,4/10/2020 14:35,10.0,0,0,5.0,4.0,
33,4/10/2020 15:00,7.0,4,6,4.0,2.0,
34,4/10/2020 17:10,4.0,10,8,1.0,5.0,1.0
35,4/10/2020 17:20,4.0,10,7,8.0,10.0,0.0
36,4/10/2020 17:40,0.0,0,3,5.0,5.0,
37,4/10/2020 19:00,2.0,9,4,6.0,4.0,
38,4/10/2020 19:35,8.0,10,5,5.0,5.0,1.0
39,4/10/2020 20:10,3.0,9,1,7.0,1.0,
40,4/10/2020 20:10,8.0,4,8,6.0,3.0,
41,4/10/2020 20:20,2.0,0,9,9.0,2.0,
42,4/10/2020 20:40,4.0,3,10,4.0,6.0,
43,4/10/2020 21:50,0.0,9,9,9.0,8.0,
44,4/10/2020 21:55,3.0,9,1,7.0,2.0,
45,4/10/2020 22:05,7.0,9,0,8.0,6.0,1.0
46,4/10/2020 23:05,2.0,4,10,5.0,10.0,
