,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity
0,4/10/2020 1:54,1.0,2,10,,7.0,0.0
1,4/10/2020 1:54,1.0,8,10,,0.0,
2,4/10/2020 1:54,10.0,8,9,,2.0,
3,4/10/2020 1:54,7.0,4,5,,0.0,
4,4/10/2020 1:54,7.0,1,9,,7.0,
5,4/10/2020 1:54,8.0,4,6,,4.0,3.0
6,4/10/2020 8:00,10.0,4,10,,4.0,
7,4/10/2020 8:00,10.0,10,10,,10.0,
8,4/10/2020 8:00,10.0,10,5,,8.0,
9,4/10/2020 8:00,6.0,5,10,,5.0,
10,4/10/2020 8:00,9.0,2,7,,5.0,
11,4/10/2020 8:00,5.0,8,5,,7.0,
12,4/10/2020 8:00,6.0,10,1,,9.0,
13,4/10/2020 8:00,1.0,4,10,,2.0,
14,4/10/2020 8:00,0.0,2,3,,10.0,
15,4/10/2020 8:00,7.0,2,0,,8.0,
16,4/10/2020 8:00,0.0,3,6,,9.0,
17,4/10/2020 8:00,0.0,5,9,,0.0,
18,4/10/2020 8:00,10.0,8,9,,10.0,
19,4/10/2020 8:15,1.0,5,9,,4.0,
20,4/10/2020 8:35,1.0,2,10,,4.0,
21,4/10/2020 8:35,8.0,8,7,,4.0,
22,4/10/2020 8:40,4.0,1,6,,2.0,
23,4/10/2020 9:05,0.0,4,10,,5.0,0.0
24,4/10/2020 9:20,3.0,4,7,,6.0,0.0
25,4/10/2020 9:20,5.0,9,0,,10.0,
26,4/10/2020 9:30,4.0,10,6,,7.0,
27,4/10/2020 9:30,1.0,10,1,,8.0,
28,4/10/2020 9:55,7.0,2,10,,4.0,
29,4/10/2020 10:00,4.0,7,7,,4.0,1.0
30,4/10/2020 10:15,4.0,10,2,,6.0,
31,4/10/2020 10:20,10.0,9,8,,10.0,
32,4/10/2020 10:30,10.0,7,10,,10.0,
33,4/10/2020 11:45,10.0,4,9,,2.0,
34,4/10/2020 12:05,5.0,1,7,,1.0,
35,4/10/2020 12:20,6.0,4,9,,5.0,
36,4/10/2020 12:30,8.0,4,3,,10.0,
37,4/10/2020 13:00,3.0,3,3,0.0,4.0,
38,4/10/2020 13:00,1.0,7,1,,10.0,
39,4/10/2020 13:05,2.0,3,0,,0.0,0.0
40,4/10/2020 13:15,2.0,5,4,,3.0,
41,4/10/2020 13:30,1.0,0,0,,2.0,
42,4/10/2020 13:35,0.0,6,4,,0.0,
43,4/10/2020 13:40,8.0,3,9,,2.0,1.0
44,4/10/2020 14:00,4.0,7,7,,9.0,
45,4/10/2020 14:10,7.0,1,5,,3.0,0.0
46,4/10/2020 14:25,2.0,4,7,,2.0,
47,4/10/2020 14:30,8.0,5,6,,7.0,
48,4/10/2020 14:30,2.0,1,2,,8.0,
49,4/10/2020 14:35,4.0,0,4,,1.0,
50,4/10/2020 14:40,4.0,8,3,,7.0,0.0
51,4/10/2020 14:45,5.0,7,10,,10.0,
52,4/10/2020 15:00,5.0,4,4,,5.0,
53,4/10/2020 15:05,5.0,7,7,,9.0,
54,4/10/2020 15:45,2.0,10,7,,1.0,
55,4/10/2020 15:55,10.0,3,10,,8.0,
56,4/10/2020 16:05,7.0,2,5,,6.0,
57,4/10/2020 16:05,6.0,1,10,,4.0,
58,4/10/2020 16:40,9.0,1,2,,5.0,
59,4/10/2020 17:00,0.0,5,8,,0.0,
60,4/10/2020 17:15,3.0,6,10,,10.0,
61,4/10/2020 17:20,4.0,9,1,,5.0,
62,4/10/2020 17:35,3.0,10,0,,4.0,
63,4/10/2020 17:45,5.0,10,5,,8.0,
64,4/10/2020 17:50,0.0,9,9,,10.0,
65,4/10/2020 18:05,7.0,10,10,,1.0,
66,4/10/2020 18:10,6.0,4,2,,10.0,
67,4/10/2020 18:35,9.0,7,2,,3.0,
68,4/10/2020 18:35,7.0,3,2,,10.0,
69,4/10/2020 19:30,6.0,1,1,,0.0,0.0
70,4/10/2020 19:30,9.0,5,1,,3.0,
71,4/10/2020 19:30,5.0,0,10,,5.0,
72,4/10/2020 19:30,5.0,10,2,,6.0,
73,4/10/2020 19:45,10.0,9,10,,10.0,
74,4/10/2020 21:05,10.0,7,0,,8.0,
75,4/10/2020 21:15,10.0,9,10,,6.0,
76,4/10/2020 22:15,2.0,1,10,,4.0,1.0
77,4/10/2020 22:20,7.0,9,7,,10.0,
78,4/10/2020 23:10,10.0,7,4,,3.0,
79,4/10/2020 23:10,3.0,10,10,,6.0,
80,4/10/2020 23:20,10.0,2,5,,9.0,
81,4/10/2020 23:55,7.0,10,9,,10.0,
