,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity
0,2020-04-06 00:00:00,9.0,7.0,4.0,,8.0,0.0
1,2020-04-06 00:10:00,2.0,6.0,1.0,,3.0,
2,2020-04-06 00:30:00,2.0,4.0,4.0,,3.0,
3,2020-04-06 01:15:00,1.0,5.0,9.0,,10.0,0.0
4,2020-04-06 01:25:00,4.0,10.0,10.0,,10.0,
5,2020-04-06 01:35:00,2.0,10.0,7.0,,8.0,
6,2020-04-06 01:55:00,10.0,1.0,6.0,,0.0,
7,2020-04-06 02:15:00,10.0,10.0,5.0,,0.0,
8,2020-04-06 03:10:00,0.0,6.0,10.0,,1.0,
9,2020-04-06 03:15:00,7.0,5.0,7.0,,10.0,
10,2020-04-06 03:50:00,8.0,6.0,9.0,,8.0,
11,2020-04-06 04:05:00,3.0,10.0,7.0,,9.0,
12,2020-04-06 04:50:00,1.0,3.0,0.0,,8.0,
13,2020-04-06 05:15:00,10.0,8.0,2.0,,0.0,
14,2020-04-06 05:20:00,5.0,8.0,9.0,,10.0,
15,2020-04-06 05:25:00,10.0,6.0,0.0,,7.0,
16,2020-04-06 05:30:00,5.0,10.0,8.0,,9.0,
17,2020-04-06 05:50:00,0.0,9.0,4.0,,6.0,
18,2020-04-06 05:55:00,5.0,8.0,10.0,,10.0,
19,2020-04-06 06:50:00,9.0,10.0,3.0,,1.0,0.0
20,2020-04-06 07:10:00,10.0,2.0,3.0,,4.0,
21,2020-04-06 08:25:00,3.0,4.0,4.0,,4.0,
22,2020-04-06 08:30:00,1.0,5.0,3.0,,0.0,
23,2020-04-06 08:40:00,8.0,4.0,5.0,,3.0,
24,2020-04-06 08:45:00,5.0,1.0,9.0,,2.0,
25,2020-04-06 08:45:00,9.0,6.0,4.0,,7.0,
26,2020-04-06 08:55:00,10.0,6.0,2.0,,10.0,0.0
27,2020-04-06 09:10:00,10.0,2.0,4.0,,7.0,
28,2020-04-06 09:10:00,7.0,7.0,5.0,,4.0,1.0
29,2020-04-06 09:20:00,5.0,6.0,6.0,,9.0,
30,2020-04-06 09:35:00,10.0,3.0,1.0,,2.0,
31,2020-04-06 09:50:00,6.0,8.0,4.0,,4.0,
32,2020-04-06 09:55:00,2.0,6.0,7.0,,9.0,
33,2020-04-06 10:10:00,6.0,7.0,0.0,,10.0,
34,2020-04-06 10:15:00,6.0,8.0,0.0,,0.0,
35,2020-04-06 10:15:00,6.0,1.0,0.0,,0.0,
36,2020-04-06 10:25:00,7.0,9.0,10.0,,3.0,
37,2020-04-06 10:45:00,1.0,8.0,10.0,,8.0,
38,2020-04-06 11:00:00,8.0,9.0,9.0,,10.0,
39,2020-04-06 11:45:00,4.0,2.0,10.0,,0.0,1.0
40,2020-04-06 12:15:00,6.0,0.0,8.0,,9.0,
41,2020-04-06 12:25:00,2.0,10.0,4.0,,1.0,
42,2020-04-06 13:20:00,4.0,2.0,10.0,,6.0,
43,2020-04-06 13:30:00,5.0,6.0,10.0,8.0,4.0,
44,2020-04-06 13:30:00,8.0,4.0,3.0,,6.0,
45,2020-04-06 13:45:00,5.0,5.0,2.0,,4.0,
46,2020-04-06 13:55:00,3.0,8.0,9.0,,8.0,
47,2020-04-06 14:00:00,8.0,2.0,5.0,,4.0,
48,2020-04-06 14:45:00,3.0,0.0,1.0,0.0,2.0,0.0
49,2020-04-06 14:45:00,2.0,-0.0,0.0,,2.0,-0.0
50,2020-04-06 14:55:00,5.0,4.0,3.0,,3.0,
51,2020-04-06 15:05:00,5.0,6.0,8.0,,3.0,
52,2020-04-06 15:15:00,6.0,7.0,8.0,,5.0,
53,2020-04-06 15:20:00,3.0,0.0,0.0,,1.0,0.0
54,2020-04-06 15:25:00,1.0,5.0,1.0,,3.0,
55,2020-04-06 15:50:00,9.0,0.0,9.0,,1.0,
56,2020-04-06 15:50:00,9.0,1.0,10.0,,1.0,
57,2020-04-06 15:50:00,2.0,0.0,0.0,,3.0,0.0
58,2020-04-06 16:00:00,2.0,1.0,1.0,,2.0,0.0
59,2020-04-06 16:00:00,3.0,0.0,-0.0,,2.0,1.0
60,2020-04-06 16:05:00,2.0,0.0,1.0,,2.0,-0.0
61,2020-04-06 16:05:00,2.0,0.0,-0.0,,3.0,0.0
62,2020-04-06 16:05:00,2.0,-0.0,0.0,,3.0,0.0
63,2020-04-06 16:05:00,1.0,0.0,0.0,,2.0,1.0
64,2020-04-06 16:05:00,1.0,-0.0,1.0,,2.0,-0.0
65,2020-04-06 16:05:00,1.0,0.0,-0.0,,2.0,-0.0
66,2020-04-06 16:05:00,3.0,0.0,0.0,,1.0,0.0
67,2020-04-06 16:05:00,2.0,0.0,1.0,,1.0,1.0
68,2020-04-06 16:10:00,3.0,1.0,0.0,,3.0,-0.0
69,2020-04-06 16:10:00,1.0,-0.0,0.0,,2.0,-0.0
70,2020-04-06 16:10:00,1.0,1.0,0.0,,2.0,1.0
71,2020-04-06 16:10:00,2.0,0.0,0.0,,0.0,-0.0
72,2020-04-06 16:10:00,2.0,-0.0,-0.0,,2.0,0.0
73,2020-04-06 16:10:00,2.0,1.0,0.0,,2.0,-0.0
74,2020-04-06 16:10:00,1.0,-0.0,0.0,,1.0,-0.0
75,2020-04-06 16:15:00,3.0,0.0,0.0,,2.0,-0.0
76,2020-04-06 16:15:00,1.0,-0.0,1.0,,2.0,-0.0
77,2020-04-06 16:15:00,2.0,-0.0,0.0,,2.0,0.0
78,2020-04-06 16:15:00,2.0,1.0,0.0,,3.0,0.0
79,2020-04-06 16:20:00,0.0,0.0,-0.0,,3.0,0.0
80,2020-04-06 16:20:00,2.0,0.0,0.0,,2.0,-0.0
81,2020-04-06 16:20:00,1.0,0.0,0.0,,3.0,-0.0
82,2020-04-06 16:20:00,1.0,-0.0,1.0,,3.0,-0.0
83,2020-04-06 16:20:00,2.0,-0.0,0.0,,2.0,0.0
84,2020-04-06 16:20:00,2.0,0.0,1.0,,3.0,0.0
85,2020-04-06 16:20:00,1.0,0.0,0.0,,2.0,-0.0
86,2020-04-06 16:20:00,3.0,-0.0,-0.0,,3.0,0.0
87,2020-04-06 16:20:00,3.0,1.0,5.0,,7.0,0.0
88,2020-04-06 16:25:00,2.0,-0.0,1.0,,2.0,-0.0
89,2020-04-06 16:25:00,3.0,-0.0,0.0,,3.0,-0.0
90,2020-04-06 16:25:00,10.0,6.0,8.0,,6.0,
91,2020-04-06 16:25:00,3.0,0.0,1.0,,3.0,1.0
92,2020-04-06 16:30:00,9.0,1.0,10.0,,10.0,
93,2020-04-06 16:35:00,2.0,0.0,0.0,,2.0,0.0
94,2020-04-06 16:35:00,2.0,0.0,1.0,,2.0,-0.0
95,2020-04-06 16:35:00,1.0,-0.0,0.0,,1.0,1.0
