,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity
0,2020-04-07 00:05:00,10.0,3.0,10.0,,10.0,
1,2020-04-07 00:05:00,3.0,0.0,0.0,,2.0,0.0
2,2020-04-07 00:15:00,5.0,0.0,2.0,,7.0,1.0
3,2020-04-07 00:25:00,8.0,3.0,6.0,,0.0,
4,2020-04-07 00:25:00,3.0,9.0,2.0,,10.0,
5,2020-04-07 00:35:00,1.0,3.0,2.0,,7.0,
6,2020-04-07 00:45:00,6.0,4.0,1.0,,10.0,
7,2020-04-07 00:50:00,0.0,5.0,6.0,,10.0,
8,2020-04-07 01:00:00,9.0,2.0,6.0,,2.0,
9,2020-04-07 01:15:00,3.0,3.0,9.0,,9.0,
10,2020-04-07 03:05:00,10.0,4.0,9.0,,2.0,0.0
11,2020-04-07 03:05:00,7.0,1.0,4.0,,0.0,
12,2020-04-07 03:20:00,6.0,6.0,5.0,,4.0,
13,2020-04-07 03:20:00,3.0,7.0,8.0,,3.0,
14,2020-04-07 03:25:00,6.0,10.0,3.0,,5.0,
15,2020-04-07 03:30:00,8.0,10.0,3.0,,3.0,
16,2020-04-07 03:45:00,6.0,6.0,7.0,,10.0,
17,2020-04-07 03:55:00,1.0,2.0,5.0,,5.0,
18,2020-04-07 04:25:00,0.0,6.0,3.0,,8.0,
19,2020-04-07 04:35:00,4.0,9.0,10.0,,10.0,
20,2020-04-07 05:00:00,7.0,1.0,9.0,,5.0,0.0
21,2020-04-07 05:05:00,10.0,2.0,10.0,,5.0,
22,2020-04-07 05:20:00,3.0,7.0,2.0,,0.0,1.0
23,2020-04-07 05:30:00,3.0,3.0,4.0,,8.0,
24,2020-04-07 05:35:00,9.0,4.0,9.0,,10.0,
25,2020-04-07 06:10:00,2.0,4.0,1.0,,2.0,
26,2020-04-07 06:20:00,8.0,4.0,9.0,,2.0,
27,2020-04-07 06:25:00,0.0,5.0,3.0,,1.0,
28,2020-04-07 07:00:00,10.0,3.0,0.0,,10.0,
29,2020-04-07 07:05:00,2.0,5.0,2.0,,7.0,
30,2020-04-07 07:35:00,2.0,10.0,10.0,,3.0,
31,2020-04-07 08:05:00,2.0,4.0,3.0,,1.0,0.0
32,2020-04-07 08:25:00,9.0,7.0,0.0,,2.0,
33,2020-04-07 08:50:00,7.0,1.0,7.0,,5.0,
34,2020-04-07 09:20:00,10.0,2.0,6.0,,1.0,
35,2020-04-07 09:35:00,10.0,1.0,6.0,,3.0,
36,2020-04-07 09:40:00,4.0,1.0,4.0,,10.0,
37,2020-04-07 09:45:00,3.0,1.0,6.0,,3.0,
38,2020-04-07 10:15:00,10.0,10.0,8.0,,6.0,
39,2020-04-07 10:45:00,5.0,6.0,6.0,,6.0,
40,2020-04-07 11:15:00,9.0,3.0,5.0,1.0,6.0,0.0
41,2020-04-07 12:00:00,9.0,1.0,5.0,,2.0,
42,2020-04-07 12:00:00,4.0,10.0,0.0,,6.0,
43,2020-04-07 12:05:00,0.0,0.0,3.0,,1.0,
44,2020-04-07 12:25:00,2.0,0.0,10.0,,7.0,1.0
45,2020-04-07 13:40:00,7.0,5.0,3.0,,7.0,
46,2020-04-07 13:45:00,8.0,4.0,1.0,,8.0,
47,2020-04-07 14:40:00,6.0,5.0,7.0,,10.0,
48,2020-04-07 14:55:00,0.0,10.0,1.0,,5.0,
49,2020-04-07 15:05:00,7.0,5.0,2.0,,10.0,1.0
50,2020-04-07 15:10:00,0.0,0.0,0.0,,3.0,
51,2020-04-07 15:20:00,5.0,7.0,2.0,,1.0,
52,2020-04-07 15:30:00,7.0,1.0,8.0,,4.0,
53,2020-04-07 16:00:00,1.0,4.0,4.0,,1.0,
54,2020-04-07 16:20:00,9.0,6.0,9.0,,6.0,1.0
55,2020-04-07 16:55:00,2.0,8.0,5.0,,8.0,
56,2020-04-07 17:25:00,10.0,1.0,10.0,,4.0,0.0
57,2020-04-07 18:20:00,4.0,10.0,3.0,,8.0,
58,2020-04-07 18:20:00,5.0,5.0,10.0,,3.0,
59,2020-04-07 18:40:00,9.0,9.0,9.0,,10.0,1.0
60,2020-04-07 19:00:00,3.0,2.0,5.0,,0.0,
61,2020-04-07 19:00:00,2.0,7.0,2.0,,3.0,
62,2020-04-07 19:15:00,2.0,10.0,9.0,,4.0,0.0
63,2020-04-07 19:25:00,5.0,2.0,4.0,,9.0,
64,2020-04-07 19:30:00,8.0,9.0,1.0,,4.0,
65,2020-04-07 19:35:00,10.0,0.0,8.0,,9.0,
66,2020-04-07 20:30:00,2.0,1.0,5.0,,3.0,
67,2020-04-07 20:40:00,3.0,10.0,7.0,,10.0,
68,2020-04-07 20:45:00,9.0,4.0,7.0,,8.0,
69,2020-04-07 20:55:00,8.0,5.0,9.0,,4.0,
70,2020-04-07 21:00:00,10.0,6.0,5.0,,0.0,
71,2020-04-07 21:20:00,4.0,6.0,10.0,,10.0,
72,2020-04-07 21:35:00,7.0,9.0,10.0,,10.0,
73,2020-04-07 21:40:00,3.0,5.0,0.0,,6.0,
74,2020-04-07 21:55:00,3.0,5.0,10.0,,7.0,1.0
75,2020-04-07 22:10:00,6.0,0.0,3.0,,8.0,
76,2020-04-07 22:10:00,4.0,8.0,10.0,,4.0,
77,2020-04-07 22:50:00,1.0,9.0,2.0,,7.0,
78,2020-04-07 22:55:00,0.0,10.0,0.0,,8.0,
