,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity
0,4/10/2020 0:05,0.0,10,9,,8.0,
1,4/10/2020 0:05,7.0,4,9,,10.0,
2,4/10/2020 1:10,7.0,9,0,,0.0,
3,4/10/2020 2:30,1.0,8,10,,9.0,
4,4/10/2020 2:40,10.0,9,3,,4.0,
5,4/10/2020 2:50,1.0,0,4,,0.0,1.0
6,4/10/2020 2:55,10.0,6,9,,9.0,
7,4/10/2020 2:55,9.0,5,3,,2.0,
8,4/10/2020 3:10,6.0,10,6,,1.0,
9,4/10/2020 3:15,5.0,9,8,,1.0,
10,4/10/2020 3:15,2.0,9,5,,4.0,
11,4/10/2020 3:20,2.0,5,10,,3.0,
12,4/10/2020 3:35,9.0,10,4,,9.0,
13,4/10/2020 3:50,3.0,10,6,,10.0,
14,4/10/2020 4:20,1.0,3,4,,0.0,
15,4/10/2020 4:35,3.0,0,7,,8.0,
16,4/10/2020 4:40,1.0,5,8,,4.0,
17,4/10/2020 4:40,0.0,3,8,,4.0,0.0
18,4/10/2020 5:00,9.0,3,0,,2.0,
19,4/10/2020 5:30,8.0,10,5,,6.0,0.0
20,4/10/2020 6:20,10.0,3,0,,8.0,
21,4/10/2020 6:25,2.0,10,9,,9.0,
22,4/10/2020 6:30,9.0,7,9,,4.0,
23,4/10/2020 6:45,8.0,6,4,,3.0,
24,4/10/2020 7:00,10.0,2,5,,10.0,
25,4/10/2020 7:00,10.0,7,7,,4.0,
26,4/10/2020 7:10,1.0,2,10,,7.0,
27,4/10/2020 7:15,0.0,8,0,,9.0,
28,4/10/2020 8:00,6.0,9,10,,10.0,
29,4/10/2020 8:05,8.0,2,5,,2.0,
30,4/10/2020 8:15,0.0,3,2,,1.0,
31,4/10/2020 8:20,8.0,8,5,,8.0,1.0
32,4/10/2020 8:25,7.0,5,5,6.0,10.0,
33,4/10/2020 8:25,2.0,3,0,,3.0,
34,4/10/2020 8:35,7.0,7,8,,0.0,
35,4/10/2020 8:55,8.0,9,10,,5.0,
36,4/10/2020 9:10,7.0,6,4,,5.0,
37,4/10/2020 9:10,5.0,7,3,,6.0,
38,4/10/2020 9:25,1.0,1,10,,9.0,1.0
39,4/10/2020 9:50,8.0,5,10,,4.0,
40,4/10/2020 10:30,10.0,7,4,,5.0,
41,4/10/2020 10:30,10.0,9,4,,7.0,
42,4/10/2020 10:45,3.0,2,6,,5.0,
43,4/10/2020 11:25,10.0,10,8,,8.0,
44,4/10/2020 11:40,1.0,10,0,,10.0,
45,4/10/2020 12:00,1.0,2,7,,5.0,
46,4/10/2020 12:30,4.0,10,10,,2.0,
47,4/10/2020 12:30,8.0,0,10,,5.0,
48,4/10/2020 12:55,9.0,9,9,,10.0,
49,4/10/2020 13:25,1.0,9,10,,8.0,
50,4/10/2020 13:30,6.0,8,7,,1.0,0.0
51,4/10/2020 13:35,6.0,2,10,,10.0,
52,4/10/2020 13:35,5.0,8,7,,3.0,
53,4/10/2020 13:45,4.0,0,5,,5.0,
54,4/10/2020 13:55,10.0,0,2,,7.0,
55,4/10/2020 14:10,9.0,2,6,,5.0,
56,4/10/2020 14:45,5.0,10,10,,2.0,
57,4/10/2020 14:45,0.0,8,3,,10.0,1.0
58,4/10/2020 15:20,5.0,5,3,,6.0,
59,4/10/2020 15:55,4.0,9,9,,3.0,
60,4/10/2020 16:00,1.0,4,4,,3.0,0.0
61,4/10/2020 16:20,1.0,9,2,,1.0,
62,4/10/2020 16:30,10.0,8,6,,6.0,
63,4/10/2020 16:30,9.0,9,5,,2.0,
64,4/10/2020 17:05,3.0,7,8,,7.0,
65,4/10/2020 17:15,6.0,8,8,,5.0,
66,4/10/2020 17:25,3.0,0,1,,4.0,
67,4/10/2020 17:25,5.0,10,1,,1.0,
68,4/10/2020 17:40,3.0,3,7,,1.0,
69,4/10/2020 17:45,9.0,5,9,,10.0,
70,4/10/2020 17:55,10.0,6,10,,2.0,
71,4/10/2020 18:55,7.0,10,0,,3.0,
72,4/10/2020 19:15,10.0,9,4,,5.0,
73,4/10/2020 19:25,0.0,0,8,,1.0,
74,4/10/2020 19:45,6.0,2,3,,10.0,0.0
75,4/10/2020 20:50,2.0,1,10,,10.0,1.0
76,4/10/2020 21:00,0.0,5,3,,5.0,
77,4/10/2020 21:05,9.0,3,4,,7.0,
78,4/10/2020 21:05,3.0,7,10,,6.0,
79,4/10/2020 21:10,1.0,7,6,,10.0,1.0
80,4/10/2020 21:10,3.0,3,9,,8.0,
81,4/10/2020 21:25,2.0,2,2,,10.0,
82,4/10/2020 21:55,0.0,5,9,,3.0,
83,4/10/2020 22:00,2.0,9,8,,2.0,0.0
84,4/10/2020 22:00,0.0,10,5,,8.0,0.0
85,4/10/2020 22:05,6.0,4,7,,3.0,1.0
86,4/10/2020 22:10,3.0,8,10,,1.0,0.0
87,4/10/2020 22:25,0.0,10,0,,10.0,
88,4/10/2020 22:30,10.0,1,1,,4.0,
89,4/10/2020 23:10,10.0,3,9,,7.0,
90,4/10/2020 23:25,9.0,7,7,,5.0,
91,4/10/2020 23:30,7.0,7,1,,2.0,1.0
