,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity
0,4/10/2020 0:45,3.0,0,7,,4.0,
1,4/10/2020 1:05,2.0,3,8,,3.0,
2,4/10/2020 1:10,10.0,10,9,,4.0,0.0
3,4/10/2020 1:25,0.0,3,7,,10.0,
4,4/10/2020 1:50,3.0,6,1,,1.0,
5,4/10/2020 1:50,1.0,10,5,,5.0,
6,4/10/2020 1:55,6.0,4,9,,6.0,
7,4/10/2020 3:25,6.0,4,2,,4.0,
8,4/10/2020 3:30,4.0,2,8,,3.0,
9,4/10/2020 3:55,5.0,10,3,,10.0,
10,4/10/2020 4:00,1.0,8,1,,0.0,
11,4/10/2020 4:00,1.0,10,5,,3.0,
12,4/10/2020 4:00,4.0,0,2,,0.0,
13,4/10/2020 4:30,8.0,2,2,,10.0,
14,4/10/2020 4:30,3.0,5,6,,3.0,
15,4/10/2020 4:45,10.0,10,6,,4.0,
16,4/10/2020 5:05,6.0,5,4,,8.0,
17,4/10/2020 5:30,0.0,7,3,,10.0,
18,4/10/2020 5:35,1.0,5,0,,9.0,
19,4/10/2020 6:00,10.0,1,4,,10.0,
20,4/10/2020 7:15,8.0,8,0,,9.0,
21,4/10/2020 8:00,7.0,10,0,,8.0,
22,4/10/2020 8:05,10.0,4,9,,4.0,
23,4/10/2020 8:10,0.0,7,7,,10.0,
24,4/10/2020 8:15,9.0,10,0,,2.0,
25,4/10/2020 9:20,10.0,3,6,,1.0,1.0
26,4/10/2020 9:25,8.0,7,9,,1.0,
27,4/10/2020 10:35,8.0,4,4,,9.0,
28,4/10/2020 11:15,1.0,7,9,,2.0,1.0
29,4/10/2020 11:40,10.0,5,2,,3.0,0.0
30,4/10/2020 11:55,3.0,7,10,,3.0,
31,4/10/2020 12:00,8.0,3,0,,3.0,
32,4/10/2020 12:05,3.0,10,8,,5.0,1.0
33,4/10/2020 12:35,6.0,3,2,,1.0,
34,4/10/2020 14:10,6.0,10,9,,6.0,
35,4/10/2020 14:15,5.0,10,3,,10.0,
36,4/10/2020 14:50,10.0,3,1,,1.0,
37,4/10/2020 14:50,5.0,8,10,,2.0,
38,4/10/2020 14:50,5.0,5,7,,10.0,1.0
39,4/10/2020 15:05,7.0,10,3,,2.0,
40,4/10/2020 15:20,8.0,9,8,,0.0,
41,4/10/2020 15:25,6.0,6,4,,7.0,
42,4/10/2020 15:25,8.0,5,7,,1.0,1.0
43,4/10/2020 17:15,4.0,8,9,,2.0,
44,4/10/2020 17:20,6.0,4,6,,6.0,
45,4/10/2020 17:20,4.0,8,10,,10.0,
46,4/10/2020 17:40,5.0,8,10,,7.0,
47,4/10/2020 18:00,10.0,4,6,,6.0,1.0
48,4/10/2020 18:15,10.0,3,3,,10.0,
49,4/10/2020 18:40,10.0,10,2,,5.0,0.0
50,4/10/2020 18:45,3.0,4,6,,6.0,
51,4/10/2020 19:10,10.0,7,7,,8.0,
52,4/10/2020 19:15,0.0,10,3,,0.0,
53,4/10/2020 19:40,8.0,2,3,,3.0,
54,4/10/2020 19:45,7.0,0,10,,5.0,
55,4/10/2020 21:00,1.0,9,10,,8.0,
56,4/10/2020 21:05,8.0,1,2,,6.0,
57,4/10/2020 21:10,5.0,7,2,,0.0,
58,4/10/2020 21:30,10.0,6,6,,10.0,
59,4/10/2020 21:35,6.0,2,3,,10.0,
60,4/10/2020 23:05,0.0,10,5,,6.0,
61,4/10/2020 23:05,8.0,3,10,,2.0,
62,4/10/2020 23:35,1.0,5,5,,7.0,
63,4/10/2020 23:45,3.0,0,7,,2.0,
64,4/10/2020 23:55,3.0,10,9,,0.0,
