,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity
0,2020-04-07 00:00:00,3.0,4.0,10.0,10.0,0.0,0.0
1,2020-04-07 00:55:00,5.0,9.0,10.0,4.0,5.0,0.0
2,2020-04-07 01:05:00,10.0,5.0,7.0,10.0,6.0,
3,2020-04-07 01:10:00,10.0,8.0,10.0,9.0,1.0,
4,2020-04-07 01:15:00,9.0,6.0,7.0,10.0,10.0,
5,2020-04-07 01:35:00,8.0,10.0,7.0,2.0,10.0,
6,2020-04-07 01:50:00,3.0,5.0,9.0,9.0,10.0,
7,2020-04-07 02:00:00,6.0,0.0,0.0,10.0,1.0,
8,2020-04-07 02:45:00,1.0,9.0,0.0,2.0,7.0,
9,2020-04-07 02:50:00,8.0,6.0,9.0,3.0,10.0,
10,2020-04-07 02:55:00,1.0,7.0,6.0,3.0,1.0,
11,2020-04-07 03:15:00,9.0,4.0,8.0,6.0,4.0,
12,2020-04-07 03:50:00,6.0,7.0,9.0,10.0,2.0,
13,2020-04-07 03:50:00,4.0,4.0,7.0,1.0,4.0,1.0
14,2020-04-07 04:35:00,10.0,10.0,4.0,9.0,3.0,
15,2020-04-07 04:50:00,9.0,1.0,4.0,1.0,2.0,
16,2020-04-07 04:55:00,10.0,10.0,2.0,3.0,10.0,
17,2020-04-07 05:20:00,6.0,4.0,10.0,10.0,2.0,
18,2020-04-07 05:25:00,1.0,0.0,3.0,10.0,9.0,0.0
19,2020-04-07 05:50:00,10.0,4.0,9.0,10.0,7.0,
20,2020-04-07 06:25:00,5.0,5.0,4.0,5.0,6.0,
21,2020-04-07 06:30:00,6.0,7.0,1.0,6.0,3.0,1.0
22,2020-04-07 06:30:00,3.0,0.0,0.0,5.0,10.0,
23,2020-04-07 07:10:00,8.0,3.0,10.0,5.0,8.0,
24,2020-04-07 07:25:00,3.0,9.0,4.0,6.0,8.0,1.0
25,2020-04-07 07:35:00,7.0,10.0,10.0,6.0,10.0,
26,2020-04-07 07:45:00,2.0,8.0,10.0,6.0,1.0,
27,2020-04-07 07:50:00,10.0,7.0,4.0,8.0,10.0,
28,2020-04-07 08:25:00,1.0,8.0,1.0,10.0,3.0,
29,2020-04-07 08:25:00,5.0,0.0,8.0,7.0,4.0,
30,2020-04-07 08:45:00,4.0,3.0,7.0,10.0,8.0,1.0
31,2020-04-07 08:50:00,10.0,10.0,1.0,1.0,9.0,
32,2020-04-07 09:20:00,5.0,1.0,1.0,4.0,5.0,
33,2020-04-07 09:20:00,5.0,0.0,5.0,10.0,10.0,
34,2020-04-07 09:50:00,3.0,7.0,4.0,10.0,1.0,
35,2020-04-07 09:55:00,3.0,0.0,10.0,5.0,2.0,
36,2020-04-07 10:00:00,1.0,1.0,1.0,8.0,4.0,1.0
37,2020-04-07 10:45:00,10.0,3.0,0.0,3.0,9.0,
38,2020-04-07 10:50:00,4.0,9.0,8.0,10.0,2.0,1.0
39,2020-04-07 11:05:00,0.0,5.0,3.0,10.0,5.0,
40,2020-04-07 11:10:00,3.0,5.0,0.0,10.0,10.0,
41,2020-04-07 11:30:00,2.0,10.0,7.0,1.0,9.0,
42,2020-04-07 11:40:00,3.0,3.0,0.0,8.0,0.0,
43,2020-04-07 11:50:00,1.0,5.0,3.0,10.0,10.0,
44,2020-04-07 12:10:00,0.0,5.0,5.0,10.0,9.0,
45,2020-04-07 12:10:00,5.0,9.0,9.0,1.0,6.0,
46,2020-04-07 12:50:00,10.0,3.0,3.0,7.0,4.0,1.0
47,2020-04-07 13:25:00,2.0,5.0,5.0,4.0,2.0,0.0
48,2020-04-07 13:25:00,6.0,7.0,10.0,5.0,9.0,
49,2020-04-07 13:50:00,6.0,5.0,5.0,8.0,8.0,
50,2020-04-07 14:10:00,10.0,10.0,9.0,5.0,4.0,
51,2020-04-07 14:15:00,3.0,7.0,2.0,10.0,0.0,
52,2020-04-07 14:25:00,1.0,1.0,10.0,2.0,9.0,
53,2020-04-07 15:20:00,8.0,10.0,3.0,7.0,2.0,
54,2020-04-07 16:00:00,7.0,0.0,4.0,10.0,9.0,
55,2020-04-07 16:35:00,6.0,4.0,2.0,9.0,10.0,0.0
56,2020-04-07 17:25:00,2.0,5.0,5.0,3.0,4.0,1.0
57,2020-04-07 17:40:00,4.0,3.0,8.0,7.0,6.0,
58,2020-04-07 18:40:00,5.0,3.0,7.0,10.0,6.0,0.0
59,2020-04-07 19:10:00,7.0,5.0,9.0,10.0,1.0,
60,2020-04-07 19:10:00,6.0,3.0,3.0,8.0,1.0,
61,2020-04-07 19:40:00,5.0,4.0,7.0,10.0,5.0,
62,2020-04-07 20:05:00,1.0,10.0,1.0,10.0,10.0,
63,2020-04-07 20:15:00,5.0,3.0,0.0,5.0,3.0,0.0
64,2020-04-07 20:15:00,1.0,10.0,1.0,5.0,10.0,
65,2020-04-07 20:30:00,4.0,8.0,1.0,2.0,7.0,
66,2020-04-07 20:50:00,6.0,6.0,1.0,1.0,0.0,
67,2020-04-07 20:55:00,1.0,10.0,2.0,0.0,8.0,
68,2020-04-07 21:20:00,6.0,7.0,9.0,5.0,1.0,
