,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity
0,4/9/2020 0:20,7.0,10,10,9.0,10.0,0.0
1,4/9/2020 0:35,5.0,8,2,7.0,8.0,
2,4/9/2020 0:45,7.0,5,2,0.0,10.0,
3,4/9/2020 1:25,6.0,4,4,3.0,3.0,1.0
4,4/9/2020 1:40,8.0,2,2,3.0,7.0,
5,4/9/2020 1:50,9.0,0,0,10.0,9.0,
6,4/9/2020 2:00,4.0,1,3,10.0,0.0,
7,4/9/2020 2:05,8.0,7,10,10.0,2.0,
8,4/9/2020 2:10,0.0,8,2,1.0,8.0,
9,4/9/2020 2:10,0.0,7,5,8.0,10.0,
10,4/9/2020 2:35,8.0,2,4,9.0,5.0,1.0
11,4/9/2020 3:30,6.0,6,8,4.0,1.0,
12,4/9/2020 3:40,10.0,7,1,3.0,6.0,
13,4/9/2020 4:20,5.0,5,4,1.0,4.0,
14,4/9/2020 4:45,8.0,4,2,8.0,10.0,
15,4/9/2020 4:45,0.0,2,8,1.0,2.0,1.0
16,4/9/2020 5:15,2.0,1,4,1.0,6.0,
17,4/9/2020 5:30,2.0,7,3,10.0,10.0,
18,4/9/2020 5:30,1.0,4,7,6.0,2.0,1.0
19,4/9/2020 6:15,10.0,10,2,4.0,4.0,1.0
20,4/9/2020 6:20,9.0,4,8,1.0,5.0,
21,4/9/2020 6:25,3.0,3,2,3.0,4.0,
22,4/9/2020 6:45,7.0,10,10,10.0,2.0,
23,4/9/2020 7:15,5.0,8,5,2.0,0.0,
24,4/9/2020 7:35,1.0,9,10,6.0,5.0,1.0
25,4/9/2020 8:00,10.0,1,10,1.0,3.0,
26,4/9/2020 8:05,5.0,3,1,7.0,10.0,
27,4/9/2020 8:25,5.0,1,4,10.0,9.0,
28,4/9/2020 8:30,5.0,10,3,7.0,4.0,
29,4/9/2020 8:40,6.0,4,5,10.0,7.0,
30,4/9/2020 9:20,1.0,7,7,7.0,5.0,
31,4/9/2020 9:30,0.0,1,2,6.0,10.0,
32,4/9/2020 9:45,1.0,10,9,3.0,0.0,
33,4/9/2020 9:50,3.0,2,5,2.0,0.0,
34,4/9/2020 10:00,8.0,1,10,9.0,10.0,1.0
35,4/9/2020 10:30,2.0,6,4,0.0,4.0,
36,4/9/2020 10:50,9.0,3,4,0.0,0.0,
37,4/9/2020 11:05,2.0,5,1,10.0,1.0,
38,4/9/2020 11:05,9.0,0,8,10.0,10.0,
39,4/9/2020 11:30,0.0,0,4,4.0,1.0,0.0
40,4/9/2020 11:35,2.0,10,7,10.0,0.0,
41,4/9/2020 11:40,10.0,3,10,6.0,7.0,
42,4/9/2020 11:40,0.0,6,1,4.0,6.0,
43,4/9/2020 11:45,6.0,10,8,3.0,2.0,
44,4/9/2020 11:55,2.0,9,4,8.0,10.0,0.0
45,4/9/2020 11:55,6.0,4,4,8.0,8.0,
46,4/9/2020 12:30,10.0,9,8,6.0,10.0,
47,4/9/2020 12:30,8.0,0,6,7.0,8.0,
48,4/9/2020 13:45,7.0,10,7,3.0,1.0,
49,4/9/2020 13:50,2.0,10,0,8.0,4.0,0.0
50,4/9/2020 14:00,4.0,9,3,8.0,2.0,
51,4/9/2020 14:00,6.0,7,0,3.0,8.0,
52,4/9/2020 14:40,9.0,0,1,1.0,5.0,
53,4/9/2020 14:55,5.0,10,3,4.0,9.0,
54,4/9/2020 15:00,0.0,10,3,8.0,8.0,
55,4/9/2020 15:00,3.0,1,4,3.0,3.0,0.0
56,4/9/2020 15:05,2.0,9,8,10.0,10.0,
57,4/9/2020 15:05,2.0,2,4,4.0,2.0,1.0
58,4/9/2020 15:05,3.0,3,4,3.0,2.0,0.0
59,4/9/2020 15:05,4.0,2,3,3.0,4.0,0.0
60,4/9/2020 15:05,2.0,2,3,3.0,2.0,0.0
61,4/9/2020 15:05,1.0,3,6,4.0,2.0,1.0
62,4/9/2020 15:05,2.0,1,4,3.0,3.0,0.0
63,4/9/2020 15:05,2.0,2,4,3.0,1.0,2.0
64,4/9/2020 15:05,3.0,2,3,4.0,1.0,0.0
65,4/9/2020 15:05,3.0,3,6,4.0,2.0,0.0
66,4/9/2020 15:05,2.0,1,4,4.0,3.0,0.0
67,4/9/2020 15:10,1.0,2,5,2.0,2.0,1.0
68,4/9/2020 15:10,3.0,1,5,4.0,2.0,0.0
69,4/9/2020 15:10,2.0,2,4,2.0,1.0,0.0
70,4/9/2020 15:10,3.0,2,3,2.0,3.0,0.0
71,4/9/2020 15:10,2.0,2,4,2.0,2.0,0.0
72,4/9/2020 15:10,3.0,2,4,2.0,2.0,0.0
73,4/9/2020 15:10,2.0,1,5,3.0,2.0,0.0
74,4/9/2020 15:15,0.0,3,3,10.0,4.0,
75,4/9/2020 15:15,3.0,3,3,4.0,3.0,0.0
76,4/9/2020 15:15,3.0,1,5,2.0,2.0,1.0
77,4/9/2020 15:15,2.0,3,4,4.0,3.0,0.0
78,4/9/2020 15:15,1.0,3,5,4.0,2.0,0.0
79,4/9/2020 15:15,2.0,3,6,3.0,2.0,0.0
80,4/9/2020 15:15,3.0,3,4,2.0,2.0,0.0
81,4/9/2020 15:15,2.0,2,4,3.0,2.0,0.0
82,4/9/2020 15:20,2.0,3,3,3.0,2.0,0.0
83,4/9/2020 15:20,2.0,4,4,4.0,2.0,0.0
84,4/9/2020 15:20,1.0,3,3,3.0,2.0,0.0
85,4/9/2020 15:20,2.0,3,5,3.0,2.0,0.0
86,4/9/2020 15:25,1.0,1,4,3.0,2.0,0.0
87,4/9/2020 15:25,1.0,2,5,4.0,0.0,1.0
88,4/9/2020 15:25,2.0,1,4,2.0,2.0,1.0
89,4/9/2020 15:25,2.0,2,5,2.0,2.0,0.0
90,4/9/2020 15:25,1.0,2,4,4.0,1.0,0.0
91,4/9/2020 15:25,2.0,2,4,3.0,3.0,0.0
92,4/9/2020 15:25,1.0,1,5,4.0,3.0,0.0
93,4/9/2020 15:30,3.0,2,5,3.0,2.0,0.0
94,4/9/2020 15:30,3.0,0,4,4.0,2.0,0.0
95,4/9/2020 15:30,2.0,2,3,3.0,2.0,0.0
96,4/9/2020 15:30,2.0,3,4,3.0,1.0,1.0
97,4/9/2020 15:35,0.0,3,5,5.0,8.0,
98,4/9/2020 15:35,3.0,6,5,8.0,6.0,
99,4/9/2020 15:35,3.0,2,4,4.0,3.0,0.0
100,4/9/2020 15:35,2.0,2,5,3.0,1.0,0.0
101,4/9/2020 15:35,2.0,2,5,3.0,2.0,0.0
102,4/9/2020 15:35,2.0,3,4,4.0,1.0,0.0
103,4/9/2020 15:40,9.0,5,3,9.0,8.0,
104,4/9/2020 15:40,2.0,3,5,4.0,2.0,0.0
105,4/9/2020 15:40,2.0,2,5,3.0,1.0,1.0
106,4/9/2020 15:45,1.0,1,5,3.0,1.0,0.0
107,4/9/2020 15:45,3.0,1,3,2.0,3.0,0.0
108,4/9/2020 15:45,0.0,1,4,3.0,0.0,0.0
109,4/9/2020 15:50,2.0,1,3,4.0,1.0,0.0
110,4/9/2020 15:50,4.0,1,4,3.0,2.0,0.0
111,4/9/2020 15:50,3.0,2,4,2.0,3.0,0.0
112,4/9/2020 15:50,1.0,3,4,3.0,3.0,0.0
113,4/9/2020 15:55,2.0,1,4,3.0,1.0,0.0
114,4/9/2020 15:55,3.0,0,4,2.0,2.0,0.0
115,4/9/2020 15:55,3.0,3,4,3.0,1.0,0.0
116,4/9/2020 15:55,1.0,2,5,3.0,3.0,0.0
117,4/9/2020 15:55,1.0,2,3,3.0,0.0,0.0
118,4/9/2020 15:55,2.0,3,4,2.0,2.0,0.0
119,4/9/2020 15:55,4.0,3,3,2.0,3.0,0.0
120,4/9/2020 16:00,1.0,2,4,3.0,2.0,0.0
121,4/9/2020 16:00,3.0,2,3,2.0,2.0,0.0
122,4/9/2020 16:05,1.0,1,4,5.0,2.0,0.0
123,4/9/2020 16:05,1.0,3,5,3.0,3.0,0.0
124,4/9/2020 16:05,3.0,1,4,3.0,1.0,0.0
125,4/9/2020 16:05,3.0,1,3,4.0,2.0,0.0
126,4/9/2020 16:05,2.0,3,4,3.0,0.0,0.0
127,4/9/2020 16:10,2.0,1,3,3.0,2.0,0.0
128,4/9/2020 16:10,2.0,2,4,4.0,2.0,0.0
129,4/9/2020 16:10,3.0,2,4,3.0,2.0,0.0
130,4/9/2020 16:10,3.0,3,4,3.0,1.0,0.0
131,4/9/2020 16:15,7.0,10,1,7.0,8.0,
132,4/9/2020 16:15,1.0,3,5,4.0,3.0,1.0
133,4/9/2020 16:15,2.0,2,3,2.0,1.0,0.0
134,4/9/2020 16:20,3.0,0,5,4.0,3.0,0.0
135,4/9/2020 16:20,2.0,2,4,2.0,2.0,0.0
136,4/9/2020 16:20,2.0,2,5,4.0,2.0,0.0
137,4/9/2020 16:25,3.0,2,3,3.0,2.0,0.0
138,4/9/2020 16:25,3.0,1,5,3.0,1.0,0.0
139,4/9/2020 16:25,3.0,2,4,3.0,2.0,1.0
140,4/9/2020 16:30,1.0,2,5,3.0,1.0,0.0
141,4/9/2020 16:35,3.0,3,5,2.0,2.0,0.0
142,4/9/2020 16:35,2.0,2,5,3.0,2.0,0.0
143,4/9/2020 16:35,1.0,2,3,4.0,1.0,0.0
144,4/9/2020 16:40,2.0,2,3,4.0,1.0,0.0
145,4/9/2020 16:40,3.0,2,4,2.0,2.0,0.0
146,4/9/2020 16:40,1.0,1,3,4.0,1.0,0.0
147,4/9/2020 16:40,2.0,2,5,3.0,2.0,0.0
148,4/9/2020 16:40,1.0,2,3,3.0,1.0,0.0
149,4/9/2020 16:40,3.0,2,5,3.0,2.0,1.0
150,4/9/2020 16:40,3.0,3,3,3.0,1.0,1.0
151,4/9/2020 16:45,10.0,6,1,10.0,5.0,
152,4/9/2020 16:45,10.0,8,0,0.0,6.0,
153,4/9/2020 16:45,1.0,2,4,3.0,2.0,0.0
154,4/9/2020 16:50,2.0,2,3,4.0,2.0,1.0
155,4/9/2020 16:50,3.0,1,3,3.0,3.0,0.0
156,4/9/2020 16:50,1.0,3,4,5.0,1.0,1.0
157,4/9/2020 16:50,2.0,1,3,2.0,3.0,0.0
158,4/9/2020 16:55,3.0,4,3,4.0,3.0,0.0
159,4/9/2020 17:00,2.0,1,5,3.0,3.0,0.0
160,4/9/2020 17:00,2.0,2,4,1.0,1.0,0.0
161,4/9/2020 17:05,3.0,2,5,3.0,3.0,0.0
162,4/9/2020 17:10,2.0,1,4,3.0,1.0,0.0
163,4/9/2020 17:10,2.0,3,3,4.0,3.0,0.0
164,4/9/2020 17:10,2.0,2,5,4.0,1.0,1.0
165,4/9/2020 17:15,2.0,1,5,1.0,3.0,0.0
166,4/9/2020 17:15,2.0,2,5,3.0,2.0,0.0
167,4/9/2020 17:20,1.0,3,4,4.0,2.0,0.0
168,4/9/2020 17:25,1.0,2,3,2.0,2.0,0.0
169,4/9/2020 17:25,1.0,2,4,5.0,2.0,0.0
170,4/9/2020 17:40,2.0,1,4,3.0,2.0,0.0
171,4/9/2020 17:45,2.0,2,4,4.0,1.0,0.0
172,4/9/2020 17:45,3.0,2,4,4.0,1.0,0.0
173,4/9/2020 17:45,3.0,2,3,2.0,3.0,0.0
174,4/9/2020 17:50,1.0,7,10,5.0,2.0,
175,4/9/2020 17:55,3.0,3,4,3.0,1.0,0.0
176,4/9/2020 18:00,3.0,2,5,3.0,1.0,1.0
177,4/9/2020 18:15,2.0,4,5,3.0,3.0,0.0
178,4/9/2020 18:25,3.0,2,5,2.0,2.0,0.0
179,4/9/2020 18:30,3.0,2,4,3.0,1.0,0.0
180,4/9/2020 18:30,2.0,3,3,4.0,2.0,0.0
181,4/9/2020 18:40,3.0,2,4,2.0,2.0,0.0
182,4/9/2020 18:50,7.0,7,5,1.0,5.0,
183,4/9/2020 19:00,6.0,2,5,2.0,10.0,
184,4/9/2020 19:50,10.0,9,1,3.0,7.0,
185,4/9/2020 20:30,7.0,5,2,0.0,0.0,
186,4/9/2020 20:55,3.0,1,10,9.0,10.0,
187,4/9/2020 20:55,10.0,8,10,5.0,10.0,
188,4/9/2020 21:15,8.0,2,6,8.0,3.0,
189,4/9/2020 21:25,8.0,5,3,1.0,0.0,
190,4/9/2020 21:25,6.0,4,0,10.0,2.0,
191,4/9/2020 21:40,10.0,5,3,2.0,8.0,1.0
192,4/9/2020 21:45,2.0,3,4,2.0,2.0,0.0
193,4/9/2020 22:15,4.0,3,6,3.0,10.0,
194,4/9/2020 22:40,1.0,4,6,6.0,9.0,
195,4/9/2020 23:00,4.0,0,6,7.0,5.0,0.0
196,4/9/2020 23:15,2.0,0,4,9.0,10.0,
197,4/9/2020 23:35,0.0,3,0,7.0,2.0,
198,4/9/2020 23:45,2.0,2,1,0.0,7.0,
199,4/9/2020 23:55,0.0,4,0,6.0,5.0,
200,4/9/2020 23:55,7.0,1,0,10.0,3.0,
