,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity
0,2020-04-06 00:35:00,8.0,9.0,1.0,6.0,7.0,
1,2020-04-06 00:45:00,4.0,4.0,8.0,2.0,5.0,
2,2020-04-06 00:50:00,7.0,0.0,9.0,3.0,9.0,
3,2020-04-06 01:00:00,10.0,4.0,4.0,1.0,1.0,
4,2020-04-06 01:00:00,7.0,10.0,4.0,8.0,7.0,
5,2020-04-06 01:05:00,7.0,9.0,10.0,0.0,1.0,
6,2020-04-06 01:10:00,1.0,6.0,4.0,10.0,6.0,
7,2020-04-06 01:15:00,8.0,9.0,1.0,3.0,1.0,
8,2020-04-06 01:20:00,0.0,7.0,2.0,2.0,4.0,
9,2020-04-06 01:25:00,6.0,2.0,7.0,3.0,8.0,
10,2020-04-06 01:50:00,4.0,1.0,6.0,7.0,10.0,
11,2020-04-06 01:55:00,1.0,0.0,3.0,4.0,1.0,
12,2020-04-06 01:55:00,10.0,7.0,8.0,3.0,10.0,
13,2020-04-06 01:55:00,0.0,9.0,10.0,5.0,10.0,
14,2020-04-06 01:55:00,10.0,2.0,1.0,9.0,9.0,
15,2020-04-06 02:05:00,9.0,10.0,5.0,10.0,1.0,
16,2020-04-06 02:20:00,10.0,10.0,0.0,2.0,10.0,
17,2020-04-06 02:30:00,10.0,1.0,4.0,3.0,8.0,
18,2020-04-06 02:35:00,0.0,8.0,10.0,10.0,9.0,
19,2020-04-06 02:35:00,10.0,8.0,4.0,5.0,0.0,
20,2020-04-06 02:40:00,10.0,10.0,5.0,1.0,8.0,
21,2020-04-06 02:50:00,3.0,6.0,10.0,5.0,4.0,
22,2020-04-06 02:50:00,5.0,8.0,9.0,8.0,10.0,
23,2020-04-06 02:55:00,4.0,10.0,7.0,0.0,9.0,
24,2020-04-06 02:55:00,10.0,4.0,0.0,3.0,3.0,
25,2020-04-06 03:05:00,0.0,9.0,8.0,6.0,10.0,
26,2020-04-06 03:15:00,10.0,10.0,10.0,2.0,6.0,
27,2020-04-06 03:35:00,4.0,8.0,7.0,10.0,9.0,
28,2020-04-06 03:35:00,9.0,1.0,0.0,8.0,9.0,
29,2020-04-06 03:40:00,1.0,10.0,5.0,9.0,7.0,
30,2020-04-06 03:45:00,10.0,0.0,0.0,4.0,7.0,
31,2020-04-06 04:05:00,4.0,5.0,3.0,6.0,3.0,
32,2020-04-06 04:10:00,10.0,10.0,0.0,0.0,8.0,
33,2020-04-06 04:15:00,10.0,7.0,3.0,10.0,4.0,
