,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity
0,4/10/2020 0:00,10.0,1,3,1.0,7.0,1.0
1,4/10/2020 0:00,8.0,7,8,5.0,0.0,
2,4/10/2020 0:10,1.0,5,10,9.0,3.0,
3,4/10/2020 0:10,6.0,1,9,10.0,0.0,
4,4/10/2020 0:20,4.0,10,4,7.0,7.0,
5,4/10/2020 0:25,1.0,6,9,10.0,3.0,
6,4/10/2020 0:25,10.0,10,4,7.0,10.0,
7,4/10/2020 0:25,2.0,3,0,2.0,0.0,
8,4/10/2020 0:25,5.0,7,8,9.0,0.0,
9,4/10/2020 0:30,2.0,3,7,5.0,4.0,
10,4/10/2020 0:30,2.0,7,8,2.0,5.0,
11,4/10/2020 0:35,0.0,10,3,3.0,1.0,
12,4/10/2020 0:55,0.0,2,7,0.0,10.0,
13,4/10/2020 0:55,9.0,4,10,10.0,0.0,
14,4/10/2020 0:55,10.0,5,3,5.0,3.0,
15,4/10/2020 1:00,0.0,3,2,10.0,4.0,
16,4/10/2020 1:20,10.0,7,9,3.0,5.0,
17,4/10/2020 1:30,10.0,0,4,9.0,1.0,
18,4/10/2020 1:40,10.0,2,0,4.0,4.0,
19,4/10/2020 1:50,10.0,6,3,2.0,6.0,
20,4/10/2020 2:10,8.0,3,4,8.0,9.0,
21,4/10/2020 2:10,10.0,8,6,1.0,4.0,
22,4/10/2020 2:10,6.0,7,3,5.0,3.0,
23,4/10/2020 2:20,1.0,0,6,10.0,7.0,
24,4/10/2020 2:30,6.0,0,8,6.0,6.0,
25,4/10/2020 2:35,2.0,8,10,6.0,10.0,
26,4/10/2020 2:45,4.0,3,3,7.0,0.0,
27,4/10/2020 2:50,2.0,9,7,10.0,1.0,
28,4/10/2020 2:55,5.0,4,4,7.0,5.0,
29,4/10/2020 3:05,8.0,0,9,10.0,3.0,0.0
30,4/10/2020 3:05,10.0,8,0,4.0,6.0,1.0
31,4/10/2020 3:10,3.0,9,5,7.0,6.0,
32,4/10/2020 3:20,6.0,7,4,9.0,5.0,
33,4/10/2020 3:20,8.0,4,8,10.0,0.0,
34,4/10/2020 3:25,5.0,7,7,9.0,2.0,
35,4/10/2020 3:30,9.0,6,2,5.0,4.0,
36,4/10/2020 3:30,10.0,3,7,3.0,10.0,
37,4/10/2020 3:35,4.0,10,7,2.0,0.0,
38,4/10/2020 3:40,9.0,6,4,1.0,6.0,
39,4/10/2020 3:40,9.0,10,1,10.0,3.0,0.0
40,4/10/2020 3:45,6.0,2,7,5.0,10.0,
41,4/10/2020 3:45,2.0,10,8,6.0,2.0,
42,4/10/2020 3:45,10.0,9,5,0.0,0.0,
43,4/10/2020 3:45,8.0,8,10,0.0,3.0,0.0
44,4/10/2020 3:50,9.0,5,7,10.0,10.0,0.0
45,4/10/2020 3:50,6.0,8,10,8.0,3.0,
46,4/10/2020 3:50,5.0,2,5,2.0,10.0,
47,4/10/2020 3:55,6.0,10,3,9.0,2.0,
48,4/10/2020 3:55,5.0,0,5,1.0,10.0,0.0
49,4/10/2020 3:55,0.0,5,10,10.0,10.0,
50,4/10/2020 4:05,0.0,2,1,5.0,6.0,
51,4/10/2020 4:10,0.0,3,0,0.0,10.0,
52,4/10/2020 4:25,7.0,8,6,3.0,9.0,
53,4/10/2020 4:30,1.0,8,3,3.0,1.0,
54,4/10/2020 4:55,6.0,10,7,6.0,5.0,0.0
55,4/10/2020 5:05,0.0,6,9,0.0,1.0,
56,4/10/2020 5:05,6.0,1,10,9.0,2.0,
57,4/10/2020 5:05,3.0,8,0,0.0,2.0,
58,4/10/2020 5:10,8.0,1,9,2.0,8.0,
59,4/10/2020 5:15,5.0,2,2,6.0,6.0,
60,4/10/2020 5:25,0.0,9,0,1.0,3.0,
61,4/10/2020 5:30,4.0,4,6,2.0,4.0,0.0
62,4/10/2020 5:45,7.0,4,0,10.0,1.0,
63,4/10/2020 5:50,10.0,9,10,8.0,2.0,1.0
64,4/10/2020 5:55,7.0,2,7,3.0,8.0,0.0
65,4/10/2020 6:00,7.0,7,9,0.0,4.0,
66,4/10/2020 6:10,0.0,2,6,4.0,7.0,
67,4/10/2020 6:10,7.0,6,4,2.0,2.0,
68,4/10/2020 6:15,4.0,8,0,5.0,6.0,
69,4/10/2020 6:20,10.0,9,3,10.0,0.0,
70,4/10/2020 6:20,3.0,4,1,7.0,8.0,
71,4/10/2020 6:20,3.0,8,9,3.0,0.0,
72,4/10/2020 6:20,9.0,0,1,2.0,0.0,
73,4/10/2020 6:25,5.0,1,3,10.0,8.0,
74,4/10/2020 6:25,5.0,1,5,7.0,10.0,
75,4/10/2020 6:25,5.0,5,10,7.0,4.0,
76,4/10/2020 6:30,10.0,10,4,5.0,8.0,
77,4/10/2020 6:30,6.0,10,1,0.0,10.0,1.0
78,4/10/2020 6:35,8.0,8,3,1.0,8.0,
79,4/10/2020 6:35,8.0,9,3,10.0,0.0,
80,4/10/2020 6:45,5.0,4,7,5.0,9.0,
81,4/10/2020 6:50,9.0,1,8,6.0,4.0,
82,4/10/2020 6:55,7.0,6,0,1.0,6.0,
83,4/10/2020 6:55,3.0,2,4,7.0,7.0,
84,4/10/2020 7:00,10.0,5,10,9.0,10.0,
85,4/10/2020 7:00,2.0,8,10,5.0,10.0,1.0
86,4/10/2020 7:10,3.0,4,4,10.0,10.0,
87,4/10/2020 7:10,4.0,0,5,7.0,10.0,
88,4/10/2020 7:10,4.0,8,1,6.0,8.0,
89,4/10/2020 7:15,1.0,8,4,4.0,6.0,
90,4/10/2020 7:20,9.0,6,10,6.0,10.0,1.0
91,4/10/2020 7:30,7.0,7,5,10.0,2.0,
92,4/10/2020 7:40,4.0,0,3,4.0,0.0,
93,4/10/2020 7:45,1.0,3,8,5.0,6.0,
94,4/10/2020 8:05,4.0,10,2,8.0,7.0,
95,4/10/2020 8:10,9.0,7,5,10.0,10.0,
96,4/10/2020 8:15,1.0,8,1,5.0,8.0,
97,4/10/2020 8:15,4.0,5,4,4.0,2.0,
98,4/10/2020 8:20,2.0,3,10,7.0,10.0,
99,4/10/2020 8:20,5.0,10,7,4.0,10.0,1.0
100,4/10/2020 8:25,4.0,10,10,3.0,2.0,
101,4/10/2020 8:35,4.0,0,10,5.0,10.0,
102,4/10/2020 8:35,8.0,2,10,6.0,10.0,0.0
103,4/10/2020 8:40,6.0,9,8,3.0,4.0,
104,4/10/2020 8:45,10.0,0,7,2.0,10.0,
105,4/10/2020 8:50,1.0,10,10,7.0,10.0,
106,4/10/2020 8:50,5.0,9,5,3.0,4.0,
107,4/10/2020 9:20,10.0,10,10,5.0,4.0,
108,4/10/2020 9:30,10.0,7,6,10.0,1.0,
109,4/10/2020 9:35,4.0,3,10,5.0,0.0,
110,4/10/2020 9:45,9.0,9,1,9.0,3.0,
111,4/10/2020 9:55,8.0,8,4,6.0,10.0,
112,4/10/2020 9:55,7.0,1,3,9.0,7.0,
113,4/10/2020 9:55,1.0,10,5,2.0,4.0,
114,4/10/2020 10:05,10.0,1,1,1.0,2.0,
115,4/10/2020 10:05,6.0,1,8,10.0,2.0,
116,4/10/2020 10:05,10.0,9,5,0.0,10.0,
117,4/10/2020 10:15,6.0,0,9,1.0,10.0,1.0
118,4/10/2020 10:15,9.0,5,5,10.0,8.0,0.0
119,4/10/2020 10:20,5.0,6,7,10.0,0.0,
120,4/10/2020 10:20,9.0,1,0,10.0,8.0,
121,4/10/2020 10:25,10.0,3,8,4.0,10.0,
122,4/10/2020 10:30,2.0,6,9,5.0,6.0,
123,4/10/2020 10:35,2.0,10,7,8.0,0.0,
124,4/10/2020 10:40,7.0,3,3,10.0,0.0,
125,4/10/2020 10:50,5.0,5,4,8.0,5.0,
126,4/10/2020 10:55,10.0,3,10,8.0,0.0,0.0
127,4/10/2020 11:05,3.0,4,1,4.0,5.0,
128,4/10/2020 11:05,10.0,1,4,8.0,7.0,
129,4/10/2020 11:20,2.0,6,4,3.0,8.0,0.0
130,4/10/2020 11:30,1.0,9,0,6.0,4.0,1.0
131,4/10/2020 11:35,5.0,5,9,10.0,1.0,
132,4/10/2020 11:35,1.0,10,7,8.0,10.0,
133,4/10/2020 11:45,0.0,10,4,7.0,8.0,
134,4/10/2020 11:45,7.0,10,1,2.0,6.0,0.0
135,4/10/2020 11:50,8.0,6,2,6.0,1.0,
136,4/10/2020 12:00,0.0,8,10,1.0,5.0,
137,4/10/2020 12:10,10.0,8,10,6.0,4.0,
138,4/10/2020 12:15,10.0,3,9,1.0,1.0,
139,4/10/2020 12:15,3.0,9,7,2.0,3.0,
140,4/10/2020 12:15,3.0,10,6,10.0,4.0,
141,4/10/2020 12:30,5.0,10,6,8.0,1.0,0.0
142,4/10/2020 12:30,10.0,3,2,3.0,9.0,
143,4/10/2020 12:55,6.0,0,6,10.0,5.0,1.0
144,4/10/2020 13:00,6.0,0,6,9.0,2.0,
145,4/10/2020 13:00,5.0,7,7,0.0,9.0,
146,4/10/2020 13:05,2.0,10,4,10.0,6.0,
147,4/10/2020 13:10,4.0,10,4,1.0,4.0,
