,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity
0,4/9/2020 0:05,8.0,0,9,4.0,4.0,
1,4/9/2020 0:05,9.0,9,1,10.0,8.0,
2,4/9/2020 0:05,10.0,1,6,3.0,9.0,0.0
3,4/9/2020 0:15,8.0,6,9,4.0,10.0,
4,4/9/2020 0:20,6.0,10,4,10.0,10.0,
5,4/9/2020 0:25,0.0,10,10,7.0,10.0,
6,4/9/2020 0:25,0.0,10,5,9.0,5.0,
7,4/9/2020 0:30,7.0,10,9,3.0,3.0,1.0
8,4/9/2020 0:40,2.0,9,7,8.0,3.0,
9,4/9/2020 0:45,1.0,0,1,10.0,10.0,
10,4/9/2020 0:45,8.0,10,2,9.0,2.0,
11,4/9/2020 0:50,2.0,9,0,3.0,2.0,
12,4/9/2020 1:05,1.0,3,2,0.0,5.0,
13,4/9/2020 1:05,5.0,4,6,0.0,4.0,
14,4/9/2020 1:10,5.0,5,7,3.0,0.0,
15,4/9/2020 1:20,9.0,2,6,7.0,6.0,
16,4/9/2020 1:20,0.0,4,9,8.0,10.0,
17,4/9/2020 1:25,5.0,5,10,0.0,1.0,
18,4/9/2020 1:35,2.0,6,1,0.0,3.0,
19,4/9/2020 1:35,3.0,1,6,2.0,0.0,0.0
20,4/9/2020 1:35,1.0,4,1,10.0,8.0,
21,4/9/2020 1:50,9.0,10,0,4.0,7.0,1.0
22,4/9/2020 1:55,6.0,10,9,9.0,0.0,
23,4/9/2020 2:00,10.0,8,3,9.0,6.0,
24,4/9/2020 2:00,9.0,2,10,6.0,9.0,
25,4/9/2020 2:05,8.0,1,0,0.0,4.0,
26,4/9/2020 2:05,0.0,10,6,1.0,0.0,1.0
27,4/9/2020 2:10,7.0,0,1,7.0,8.0,
28,4/9/2020 2:15,9.0,1,0,0.0,4.0,
29,4/9/2020 2:25,9.0,10,5,7.0,0.0,
30,4/9/2020 2:30,5.0,0,10,10.0,0.0,
31,4/9/2020 2:35,0.0,5,6,10.0,9.0,
32,4/9/2020 2:35,6.0,3,9,1.0,9.0,
33,4/9/2020 2:40,4.0,2,2,10.0,4.0,
34,4/9/2020 2:45,3.0,8,1,8.0,3.0,0.0
35,4/9/2020 2:50,8.0,5,6,7.0,5.0,
36,4/9/2020 3:00,10.0,10,0,5.0,10.0,
37,4/9/2020 3:05,10.0,0,6,10.0,0.0,
38,4/9/2020 3:05,2.0,1,3,0.0,2.0,
39,4/9/2020 3:20,10.0,7,3,2.0,2.0,
40,4/9/2020 3:20,3.0,5,5,9.0,6.0,1.0
41,4/9/2020 3:25,10.0,6,8,9.0,10.0,1.0
42,4/9/2020 3:30,9.0,9,1,10.0,10.0,
43,4/9/2020 3:35,1.0,7,10,0.0,0.0,
44,4/9/2020 3:40,2.0,3,2,9.0,10.0,
45,4/9/2020 3:40,10.0,0,8,10.0,0.0,1.0
46,4/9/2020 3:50,9.0,0,6,5.0,5.0,
47,4/9/2020 3:55,9.0,6,2,8.0,5.0,
48,4/9/2020 4:15,4.0,10,10,0.0,6.0,
49,4/9/2020 4:20,5.0,10,3,10.0,3.0,
50,4/9/2020 4:25,0.0,7,3,10.0,8.0,
51,4/9/2020 5:00,6.0,5,2,7.0,6.0,
52,4/9/2020 5:10,0.0,4,0,9.0,1.0,
53,4/9/2020 5:10,5.0,5,5,7.0,8.0,
54,4/9/2020 5:15,2.0,8,10,3.0,0.0,
55,4/9/2020 5:25,5.0,5,9,10.0,5.0,
56,4/9/2020 5:30,2.0,4,5,10.0,7.0,
57,4/9/2020 5:30,2.0,10,0,10.0,10.0,
58,4/9/2020 5:35,2.0,2,7,3.0,6.0,
59,4/9/2020 5:35,3.0,8,9,9.0,9.0,
60,4/9/2020 5:40,1.0,10,5,10.0,8.0,1.0
61,4/9/2020 5:50,4.0,8,8,4.0,7.0,
62,4/9/2020 6:00,0.0,7,9,2.0,7.0,
63,4/9/2020 6:00,0.0,1,5,0.0,6.0,
64,4/9/2020 6:10,4.0,9,8,7.0,10.0,1.0
65,4/9/2020 6:15,10.0,10,4,9.0,1.0,
66,4/9/2020 6:20,1.0,10,0,10.0,6.0,
67,4/9/2020 6:20,0.0,1,10,0.0,5.0,
68,4/9/2020 6:20,8.0,6,0,4.0,10.0,1.0
69,4/9/2020 6:25,8.0,9,0,7.0,10.0,
70,4/9/2020 6:30,10.0,1,8,1.0,3.0,0.0
71,4/9/2020 6:40,1.0,9,10,10.0,0.0,
72,4/9/2020 6:45,6.0,9,2,7.0,7.0,
73,4/9/2020 6:50,10.0,2,10,9.0,0.0,
74,4/9/2020 6:50,2.0,10,2,4.0,1.0,
75,4/9/2020 7:00,9.0,1,9,3.0,1.0,
76,4/9/2020 7:05,10.0,10,4,3.0,2.0,
77,4/9/2020 7:10,9.0,0,10,6.0,10.0,
78,4/9/2020 7:10,2.0,2,10,8.0,3.0,
79,4/9/2020 7:15,10.0,8,6,2.0,4.0,
80,4/9/2020 7:20,9.0,4,5,9.0,7.0,
81,4/9/2020 7:20,8.0,10,0,1.0,10.0,
82,4/9/2020 7:25,6.0,1,7,2.0,2.0,
83,4/9/2020 7:25,10.0,2,9,8.0,0.0,
84,4/9/2020 7:50,7.0,7,5,7.0,10.0,
85,4/9/2020 8:00,9.0,4,10,6.0,4.0,1.0
86,4/9/2020 8:15,2.0,0,6,10.0,6.0,
87,4/9/2020 8:20,6.0,5,3,0.0,6.0,
88,4/9/2020 8:25,8.0,3,4,6.0,4.0,
89,4/9/2020 8:40,4.0,10,6,5.0,2.0,
90,4/9/2020 8:40,8.0,9,9,10.0,10.0,0.0
91,4/9/2020 8:50,10.0,4,4,1.0,7.0,
92,4/9/2020 8:50,10.0,5,6,0.0,3.0,
93,4/9/2020 8:50,2.0,10,3,10.0,2.0,
94,4/9/2020 8:55,10.0,5,8,9.0,7.0,
95,4/9/2020 8:55,7.0,7,8,3.0,9.0,
96,4/9/2020 9:00,4.0,10,8,4.0,0.0,
97,4/9/2020 9:10,0.0,4,10,5.0,7.0,
98,4/9/2020 9:15,8.0,6,5,7.0,2.0,
99,4/9/2020 9:30,1.0,7,7,0.0,5.0,
100,4/9/2020 9:30,10.0,10,10,10.0,3.0,
101,4/9/2020 9:35,7.0,8,1,10.0,0.0,0.0
102,4/9/2020 9:40,8.0,3,0,2.0,7.0,1.0
103,4/9/2020 9:45,10.0,6,6,2.0,10.0,
104,4/9/2020 9:55,0.0,3,1,9.0,2.0,1.0
105,4/9/2020 9:55,1.0,5,10,3.0,1.0,
106,4/9/2020 10:05,4.0,8,0,4.0,7.0,
107,4/9/2020 10:30,6.0,9,5,5.0,3.0,
108,4/9/2020 10:30,10.0,10,1,7.0,1.0,0.0
109,4/9/2020 10:40,8.0,5,10,6.0,1.0,0.0
110,4/9/2020 10:45,6.0,4,2,0.0,1.0,
111,4/9/2020 10:45,8.0,9,3,1.0,0.0,
112,4/9/2020 11:00,8.0,2,7,9.0,0.0,
113,4/9/2020 11:10,10.0,10,10,9.0,4.0,
114,4/9/2020 11:10,9.0,8,9,2.0,1.0,
115,4/9/2020 11:20,0.0,5,10,1.0,3.0,
116,4/9/2020 11:35,10.0,10,0,10.0,8.0,
117,4/9/2020 11:40,10.0,2,8,5.0,0.0,0.0
118,4/9/2020 11:40,6.0,3,5,3.0,6.0,
119,4/9/2020 11:50,5.0,2,7,4.0,8.0,
120,4/9/2020 12:00,8.0,6,4,0.0,2.0,
121,4/9/2020 12:05,7.0,4,1,0.0,5.0,1.0
122,4/9/2020 12:15,10.0,10,4,1.0,10.0,1.0
123,4/9/2020 12:25,0.0,10,10,8.0,7.0,
124,4/9/2020 12:40,10.0,4,9,6.0,7.0,
125,4/9/2020 13:00,10.0,3,10,6.0,9.0,
126,4/9/2020 13:10,1.0,8,3,0.0,2.0,1.0
127,4/9/2020 13:25,7.0,1,3,10.0,7.0,
128,4/9/2020 13:30,2.0,7,5,9.0,1.0,
