,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity
0,2020-04-07 00:05:00,9.0,10.0,10.0,0.0,5.0,
1,2020-04-07 00:10:00,7.0,8.0,1.0,10.0,8.0,
2,2020-04-07 00:20:00,2.0,10.0,2.0,7.0,10.0,1.0
3,2020-04-07 00:30:00,5.0,7.0,5.0,8.0,3.0,0.0
4,2020-04-07 00:30:00,7.0,8.0,2.0,5.0,1.0,
5,2020-04-07 00:35:00,8.0,8.0,9.0,5.0,9.0,
6,2020-04-07 00:45:00,7.0,1.0,6.0,10.0,9.0,
7,2020-04-07 01:10:00,8.0,9.0,4.0,3.0,4.0,
8,2020-04-07 01:10:00,4.0,9.0,10.0,5.0,8.0,0.0
9,2020-04-07 01:15:00,10.0,10.0,8.0,1.0,4.0,
10,2020-04-07 01:25:00,0.0,7.0,8.0,3.0,10.0,
11,2020-04-07 02:50:00,7.0,8.0,1.0,5.0,5.0,
12,2020-04-07 02:55:00,4.0,2.0,10.0,2.0,7.0,
13,2020-04-07 03:25:00,0.0,2.0,-0.0,0.0,1.0,-0.0
14,2020-04-07 03:40:00,1.0,0.0,4.0,10.0,4.0,0.0
15,2020-04-07 03:55:00,3.0,9.0,5.0,10.0,5.0,
16,2020-04-07 04:55:00,2.0,10.0,10.0,4.0,4.0,
17,2020-04-07 05:05:00,10.0,9.0,7.0,5.0,0.0,
18,2020-04-07 05:20:00,3.0,0.0,5.0,10.0,8.0,
19,2020-04-07 05:30:00,10.0,6.0,9.0,9.0,0.0,
20,2020-04-07 05:30:00,7.0,4.0,6.0,2.0,3.0,
21,2020-04-07 05:30:00,2.0,10.0,7.0,3.0,1.0,
22,2020-04-07 05:35:00,4.0,10.0,9.0,2.0,10.0,1.0
23,2020-04-07 05:35:00,3.0,3.0,5.0,9.0,1.0,1.0
24,2020-04-07 05:55:00,10.0,4.0,10.0,9.0,10.0,0.0
25,2020-04-07 06:25:00,2.0,10.0,1.0,3.0,3.0,
26,2020-04-07 06:30:00,3.0,7.0,0.0,3.0,2.0,
27,2020-04-07 07:00:00,9.0,2.0,10.0,7.0,6.0,1.0
28,2020-04-07 07:35:00,0.0,9.0,2.0,4.0,10.0,
29,2020-04-07 07:50:00,1.0,0.0,1.0,8.0,8.0,
30,2020-04-07 07:55:00,0.0,7.0,5.0,5.0,2.0,
31,2020-04-07 08:00:00,3.0,1.0,3.0,1.0,6.0,
32,2020-04-07 08:15:00,10.0,0.0,0.0,7.0,2.0,0.0
33,2020-04-07 08:15:00,2.0,5.0,8.0,6.0,4.0,
34,2020-04-07 08:30:00,4.0,1.0,5.0,9.0,4.0,
