,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity
0,4/10/2020 0:00,5.0,2,4,1.0,3.0,0.0
1,4/10/2020 0:10,10.0,10,5,5.0,0.0,
2,4/10/2020 0:15,6.0,0,3,5.0,2.0,
3,4/10/2020 0:20,5.0,0,4,1.0,3.0,
4,4/10/2020 0:30,4.0,9,10,3.0,2.0,1.0
5,4/10/2020 0:30,4.0,1,8,0.0,10.0,
6,4/10/2020 0:35,1.0,10,4,1.0,6.0,
7,4/10/2020 0:55,8.0,0,0,9.0,4.0,
8,4/10/2020 1:00,1.0,6,1,10.0,0.0,
9,4/10/2020 1:25,4.0,10,1,8.0,1.0,0.0
10,4/10/2020 1:40,8.0,2,9,3.0,8.0,
11,4/10/2020 2:15,3.0,3,5,8.0,1.0,
12,4/10/2020 2:20,5.0,6,3,8.0,10.0,1.0
13,4/10/2020 2:40,4.0,2,6,6.0,0.0,
14,4/10/2020 2:55,1.0,9,6,10.0,10.0,1.0
15,4/10/2020 3:00,0.0,2,6,4.0,5.0,0.0
16,4/10/2020 3:15,8.0,9,8,2.0,3.0,1.0
17,4/10/2020 3:25,8.0,0,1,3.0,1.0,
18,4/10/2020 3:45,10.0,2,7,7.0,2.0,
19,4/10/2020 3:45,4.0,5,0,7.0,2.0,
20,4/10/2020 3:50,9.0,7,3,2.0,10.0,
21,4/10/2020 4:20,2.0,3,10,4.0,7.0,
22,4/10/2020 4:25,8.0,4,10,9.0,10.0,
23,4/10/2020 4:30,10.0,9,0,3.0,7.0,
24,4/10/2020 5:15,8.0,10,4,10.0,6.0,
25,4/10/2020 5:25,7.0,5,6,8.0,0.0,1.0
26,4/10/2020 5:45,1.0,10,4,4.0,1.0,
27,4/10/2020 6:40,2.0,10,4,6.0,6.0,
28,4/10/2020 7:15,4.0,8,3,6.0,0.0,
29,4/10/2020 7:45,7.0,3,7,4.0,4.0,1.0
30,4/10/2020 7:45,1.0,10,3,0.0,5.0,1.0
31,4/10/2020 7:50,0.0,1,7,9.0,5.0,
32,4/10/2020 7:50,9.0,0,9,10.0,6.0,
33,4/10/2020 8:00,3.0,7,4,0.0,10.0,1.0
34,4/10/2020 8:20,2.0,1,0,3.0,3.0,0.0
35,4/10/2020 8:25,9.0,2,4,2.0,7.0,
36,4/10/2020 8:35,5.0,2,2,7.0,8.0,
37,4/10/2020 9:20,2.0,10,10,9.0,8.0,0.0
38,4/10/2020 10:15,5.0,1,9,4.0,0.0,
39,4/10/2020 10:15,9.0,5,10,8.0,1.0,
40,4/10/2020 10:20,7.0,0,10,1.0,9.0,
41,4/10/2020 10:35,9.0,10,10,8.0,10.0,0.0
42,4/10/2020 10:40,0.0,3,8,6.0,10.0,1.0
43,4/10/2020 11:05,7.0,7,8,3.0,3.0,0.0
44,4/10/2020 11:45,0.0,7,1,7.0,4.0,
45,4/10/2020 11:45,10.0,5,8,7.0,8.0,
46,4/10/2020 11:45,6.0,4,10,8.0,9.0,
47,4/10/2020 12:20,8.0,0,3,6.0,5.0,
48,4/10/2020 12:25,6.0,10,0,5.0,9.0,
49,4/10/2020 12:25,3.0,10,3,5.0,8.0,
50,4/10/2020 12:25,5.0,3,10,3.0,6.0,
51,4/10/2020 12:35,6.0,6,9,10.0,3.0,0.0
52,4/10/2020 12:45,5.0,5,8,3.0,7.0,
53,4/10/2020 13:05,1.0,2,8,0.0,8.0,
54,4/10/2020 13:15,10.0,3,2,0.0,10.0,
55,4/10/2020 13:30,1.0,5,3,1.0,9.0,
56,4/10/2020 13:40,10.0,1,4,8.0,10.0,
57,4/10/2020 13:50,5.0,2,8,4.0,5.0,
58,4/10/2020 14:50,4.0,9,3,6.0,10.0,
59,4/10/2020 15:05,8.0,2,6,0.0,6.0,
60,4/10/2020 15:30,7.0,9,8,2.0,0.0,0.0
61,4/10/2020 16:00,2.0,9,2,0.0,9.0,
62,4/10/2020 16:30,6.0,10,9,0.0,5.0,
63,4/10/2020 16:55,2.0,5,4,6.0,3.0,0.0
64,4/10/2020 17:30,8.0,10,6,8.0,4.0,
65,4/10/2020 18:15,6.0,6,1,2.0,2.0,
66,4/10/2020 18:20,7.0,10,9,3.0,6.0,
67,4/10/2020 18:25,1.0,1,0,5.0,2.0,
68,4/10/2020 18:25,3.0,10,1,0.0,10.0,
69,4/10/2020 18:45,1.0,10,3,0.0,8.0,
70,4/10/2020 19:00,9.0,4,2,4.0,5.0,
71,4/10/2020 19:10,6.0,8,3,7.0,6.0,
72,4/10/2020 19:10,9.0,0,5,0.0,8.0,
73,4/10/2020 19:25,5.0,1,4,1.0,6.0,
74,4/10/2020 20:05,10.0,10,3,10.0,3.0,1.0
75,4/10/2020 20:25,5.0,9,10,5.0,0.0,
76,4/10/2020 20:35,7.0,9,4,6.0,1.0,
77,4/10/2020 20:35,2.0,10,9,3.0,5.0,
78,4/10/2020 20:40,4.0,4,7,4.0,10.0,
79,4/10/2020 21:00,2.0,8,3,10.0,6.0,
80,4/10/2020 21:20,6.0,2,6,10.0,8.0,
81,4/10/2020 21:35,1.0,3,1,2.0,9.0,0.0
82,4/10/2020 22:40,8.0,1,9,6.0,7.0,1.0
83,4/10/2020 22:45,10.0,3,6,9.0,9.0,
84,4/10/2020 22:45,8.0,4,7,2.0,7.0,0.0
85,4/10/2020 22:50,1.0,3,7,4.0,9.0,
86,4/10/2020 23:00,5.0,1,10,4.0,4.0,
87,4/10/2020 23:10,0.0,6,4,7.0,5.0,
88,4/10/2020 23:25,3.0,1,10,5.0,10.0,1.0
89,4/10/2020 23:25,1.0,10,3,7.0,7.0,
90,4/10/2020 23:25,5.0,10,7,5.0,10.0,
91,4/10/2020 23:35,0.0,10,3,6.0,3.0,
92,4/10/2020 23:40,10.0,10,9,4.0,7.0,
